sid,sub,obj,class,score
381,Angels_of_Sin,Jean_Giraudoux,0,27.0
382,The_Lady_in_the_Bottle,Sidney_Sheldon,0,27.0
204,Cinderella_(musical),Alice_Ghostley,0,27.5
214,Heartbeat_(1993_film),Danielle_Steel,0,27.5
292,Farewell_to_Space_Battleship_Yamato,Leiji_Matsumoto,0,27.5
298,Eye_of_the_Spider,Klaus_Kinski,0,27.5
385,Hellraiser,Clive_Barker,0,27.5
203,Across_the_River_to_Motor_City,Michael_DeCarlo,0,28.0
258,Soak_the_Rich,Charles_MacArthur,0,28.0
288,The_Beach_Boys:_Good_Vibrations_Tour,Lorne_Michaels,0,28.0
302,The_Sophisticated_Gents,Robert_Hooks,0,28.0
397,The_Butterfly's_Dream_(1994_film),Carlo_Crivelli,0,28.0
244,Rumors_(film),Michael_Maltese,0,28.5
269,The_Houston_Kid,Robert_Christgau,0,28.5
339,The_Pager,David_Simon,0,28.5
389,Trial_by_Fire_(comics),Scott_Ciencin,0,28.5
360,The_Ringer_(1928_film),Edgar_Wallace,0,29.0
390,Rasmus_på_luffen,Astrid_Lindgren,0,29.0
216,Barefoot_Gen_2,Keiji_Nakazawa,0,29.5
222,Showtune_(musical),Jerry_Herman,0,29.5
355,Ghost_Ghirls,Jack_Black,0,29.5
352,The_Raven_(1935_film),Edgar_Allan_Poe,0,30.0
362,The_Ninja_Dragon,Go_Nagai,0,30.0
366,Like_Family,"J._Mack_Slaughter,_Jr.",0,30.0
262,Galactica_1980,Glen_A._Larson,0,30.5
322,Iron_Road,Peter_O'Toole,0,30.5
326,Princess_Knight__tv_series__1,Osamu_Tezuka,0,30.5
277,The_Dish,Santo_Cilauro,0,31.0
299,Anthuleni_Katha,K._Balachander,0,31.0
208,China_Gate_(1957_film),Samuel_Fuller,0,31.5
313,The_Hanna-Barbera_Hall_of_Fame:_Yabba_Dabba_Doo_II,Robert_Guenette,0,31.5
344,Master_of_Adventure:_The_Worlds_of_Edgar_Rice_Burroughs,Frank_Frazetta,0,31.5
209,2300_Jackson_Street_(song),Janet_Jackson,0,32.0
223,Evangelion:_3.0_You_Can_(Not)_Redo,Hideaki_Anno,0,32.0
376,Beer_Barrel_Polecats,Moe_Howard,0,32.0
400,How_to_Succeed_in_Business_Without_Really_Trying_(musical),Frank_Loesser,0,32.0
295,Little_Bo_Bleep,David_Cross,0,32.5
353,Toonpur_Ka_Super_Hero,Timothy_Harris_(writer),0,32.5
253,The_Gambler_from_Natchez,Irving_Wallace,0,33.0
267,Here's_Where_I_Belong,John_Steinbeck,0,33.0
303,Ravenswood_(TV_series),I._Marlene_King,0,33.0
206,Bells_of_Innocence,Chuck_Norris,0,33.5
311,The_Last_Party,Norman_Mailer,0,33.5
358,Pareo_wa_Emerald,Yasushi_Akimoto,0,33.5
359,The_Jacket_(Seinfeld),Larry_David,0,33.5
215,Nestor_the_Long-Eared_Christmas_Donkey,Brenda_Vaccaro,0,34.0
231,Prelude_to_Fame,Aldous_Huxley,0,34.0
365,Death_to_the_Daleks,Terrance_Dicks,0,34.0
201,Wyrms_(comics),Orson_Scott_Card,0,34.5
207,Strait-Jacket,Robert_Bloch,0,34.5
246,A_View_from_the_Gallery,Harlan_Ellison,0,34.5
261,My_Fair_Lady_(film),Alan_Jay_Lerner,0,34.5
367,Giants_(Dizzy_Gillespie_album),Dizzy_Gillespie,0,34.5
240,Tokumei_Sentai_Go-Busters,Katsuhiro_Suzuki_(actor),0,35.0
334,Various_Positions,Leonard_Cohen,0,35.0
343,Mangeuses_d'Hommes,Marc_Sinden,0,35.0
346,Precious_Pupp,Joseph_Barbera,0,35.0
