104,Breaking_the_News_(painting),John_Longstaff,1,19.0
45,Guinevere:_The_Legend_in_Autumn,Persia_Woolley,1,19.5
73,The_Politician's_Husband,Paula_Milne,1,19.5
186,What_Is_This_Thing_Called_Science%3F,Alan_Chalmers,1,19.5
48,T35_Hosting,Alex_Melen,1,20.0
70,SD_Gundam_Force_Emaki_Musharetsuden,Masato_Ichishiki,1,20.0
75,Black_Garden,Thomas_de_Waal,1,20.0
198,First_Daughter_Suite,Michael_John_LaChiusa,1,20.0
165,The_Island_of_Thirty_Coffins,Maurice_Leblanc,1,20.5
43,The_Kiss_(Hayez),Francesco_Hayez,1,21.0
102,The_Good_Daughter_(novel),Honey_Brown,1,21.0
167,Hell_Hath_No_Fury_Like_a_Woman_Scorned,Tyler_Perry,1,21.0
32,White_Brand,Youka_Nitta,1,21.5
172,A_Faint_Cold_Fear,Karin_Slaughter,1,21.5
60,The_Kite_Fighters,Linda_Sue_Park,1,22.0
140,Some_Doves_and_Pythons,Sumner_Locke_Elliott,1,22.0
162,Hero_Found:_The_Greatest_POW_Escape_of_the_Vietnam_War,Bruce_Henderson_(author),1,22.0
177,Night_of_Blood,Richard_A._Knaak,1,22.0
23,Flagellation_of_Christ_(Piero_della_Francesca),Piero_della_Francesca,1,22.5
25,Resident_Evil_Zero__Resident_Evil:_Zero_Hour__1,S._D._Perry,1,22.5
95,Memory_Prime,Judith_and_Garfield_Reeves-Stevens,1,22.5
176,Liliane_(novel),Ntozake_Shange,1,22.5
9,A_History_of_the_Mind,Nicholas_Humphrey,1,23.0
15,Back_to_Life_(novel),Wendy_Coakley-Thompson,1,23.0
53,Zooman_Sam,Lois_Lowry,1,23.0
132,Fortress_Besieged,Qian_Zhongshu,1,23.0
17,On_Jungle_Trails,Ferrin_Fraser,1,23.5
182,Dungeons_&_Dragons_(1974),Dave_Arneson,1,23.5
3,Database_System_Concepts,Abraham_Silberschatz,1,24.0
10,Mermaid_Melody_Pichi_Pichi_Pitch,Michiko_Yokote,1,24.0
33,The_Tin_Can_Tree,Anne_Tyler,1,24.0
37,Rogue_State:_A_Guide_to_the_World's_Only_Superpower,William_Blum,1,24.0
49,The_Fast_Red_Road:_A_Plainsong,Stephen_Graham_Jones,1,24.0
161,Land_Beyond_the_Map,Kenneth_Bulmer,1,24.0
185,One_Bullet_Away,Nathaniel_Fick,1,24.0
190,The_Charioteer_of_Delphi,Caroline_Lawrence,1,24.0
103,The_Art_of_Fiction_(book),David_Lodge_(author),1,24.5
147,The_Great_American_Novel_(Roth),Philip_Roth,1,24.5
155,Manusher_Manchitra,Rudra_Mohammad_Shahidullah,1,24.5
188,The_Complete_Idiot's_Guide_to_Publishing_Science_Fiction,Karl_Schroeder,1,24.5
193,Fox's_Feud,Colin_Dann,1,24.5
21,Never_Call_Retreat:_Lee_and_Grant:_The_Final_Victory,William_R._Forstchen,1,25.0
39,Best:_His_Mother's_Son,Terry_Cafolla,1,25.0
76,Traitor_(Star_Wars_novel),Matthew_Stover,1,25.0
78,Hito_Natsu_no_Kids_Game,Ken_Akamatsu,1,25.0
79,Sex_on_the_Moon,Ben_Mezrich,1,25.0
127,Morella_(short_story),Edgar_Allan_Poe,1,25.0
129,River_Boy,Tim_Bowler,1,25.0
138,State_of_the_Union_(play),Howard_Lindsay,1,25.0
164,Women_of_Trachis,Sophocles,1,25.0
180,Naples_'44,Norman_Lewis_(author),1,25.0
24,The_Infernal_Desire_Machines_of_Doctor_Hoffman,Angela_Carter,1,25.5
56,Mistress_(1987_film),Joyce_Eliason,1,25.5
101,Digimon_Next,Takeshi_Okano,1,25.5
125,The_Vicomte_of_Bragelonne:_Ten_Years_Later,Auguste_Maquet,1,25.5
52,The_Dark_Ages:_An_Age_of_Light,Waldemar_Januszczak,1,26.0
65,The_Myth_of_the_Machine,Lewis_Mumford,1,26.0
107,Stonehenge_Apocalypse,Brad_Abraham,1,26.0
126,The_Skinner,Neal_Asher,1,26.0
130,No_Treason,Lysander_Spooner,1,26.0
160,Haunted_(Cabot_novel),Meg_Cabot,1,26.0
169,Death_of_a_Train,Freeman_Wills_Crofts,1,26.0
187,Iceworld,Hal_Clement,1,26.0
194,Samurai_Jack,Jim_Smith_(animator),1,26.0
19,Safe_Haven_(novel),Nicholas_Sparks,1,26.5
40,La_vereda_del_destino,Horacio_López,1,26.5
