sid,sub,obj,class,score
183,"Princess_Camilla,_Duchess_of_Castro","Prince_Carlo,_Duke_of_Castro",1,43.5
111,Joffrey_Baratheon,Margaery_Tyrell,1,44.0
144,Ferdinand_I_of_Naples,"Joanna_of_Aragon,_Queen_of_Naples",1,44.0
100,Świętosława,Sweyn_Forkbeard,1,44.5
145,"Mary_Warnock,_Baroness_Warnock",Geoffrey_Warnock,1,45.0
154,"Sophie_of_Pomerania,_Duchess_of_Mecklenburg","Magnus_II,_Duke_of_Mecklenburg",1,45.0
128,Blanche_of_Bourbon,Peter_of_Castile,1,46.5
8,"Rupprecht,_Crown_Prince_of_Bavaria",Duchess_Marie_Gabrielle_in_Bavaria,1,47.0
72,Norodom_Monineath,Norodom_Sihanouk,1,48.0
18,Aida_McAnn_Flemming,Hugh_John_Flemming,1,48.5
53,Fernando_Collor_de_Mello,Rosane_Collor,1,48.5
92,Maria_Anna_of_Savoy,Ferdinand_I_of_Austria,1,49.5
98,Louis_I_of_Naples,Joanna_I_of_Naples,1,50.0
186,Käbi_Laretei,Ingmar_Bergman,1,50.0
147,Countess_Palatine_Dorothea_of_Simmern,"John_George_I,_Prince_of_Anhalt-Dessau",1,51.5
26,Yejong_of_Joseon,Queen_Ansun,1,53.0
155,Alia_al-Hussein,Hussein_of_Jordan,1,53.5
7,"Edward_Law,_1st_Earl_of_Ellenborough",Jane_Digby,1,55.0
133,Edward_VIII,Wallis_Simpson,1,55.5
173,Maria_Anna_of_Spain,"Ferdinand_III,_Holy_Roman_Emperor",1,55.5
127,Mariana_of_Austria,Philip_IV_of_Spain,1,56.0
82,Emperor_Ruizong_of_Tang,Empress_Liu_(Tang_dynasty),1,59.5
140,William_the_Silent,Anna_of_Saxony,1,61.0
138,Emperor_Hui_of_Jin,Yang_Xianrong,1,63.5
75,Kay_Bailey_Hutchison,Ray_Hutchison,1,64.0
199,George_MacKinnon_Wrong,Edward_Blake,1,64.0
175,Margaret_Trudeau,Pierre_Trudeau,1,66.5
131,Anna_Harrison,William_Henry_Harrison,1,80.0
129,David_O._Stewart,Nancy_Floreen,1,84.5
