sid,sub,obj,class,score
341,L._Ron_Hubbard,Quentin_Hubbard,0,40.0
286,Benedict_Brogan,Tony_Gallagher,0,40.5
299,"Charles,_Prince_Napoléon","Jean-Christophe,_Prince_Napoléon",0,40.5
365,Decius,Herennius_Etruscus,0,40.5
271,Zhu_Youyuan,Chenghua_Emperor,0,41.0
285,2010–11_Tottenham_Hotspur_F.C._season__Peter_Crouch__1,Peter_Crouch,0,41.0
389,Robert_Badinter,Maurice_Faure,0,41.0
300,"Richeza_of_Poland,_Queen_of_Castile",Berengaria_of_Barcelona,0,41.5
321,Leng_Ngeth,Norodom_Sihanouk,0,41.5
364,John_O._Bennett,Donald_DiFrancesco,0,41.5
210,"Georg_II,_Duke_of_Saxe-Meiningen","Ernst,_Prince_of_Saxe-Meiningen",0,42.0
265,Rob_van_Gijzel,Beatrix_of_the_Netherlands,0,42.0
398,"Peter_II,_Grand_Duke_of_Oldenburg","Augustus,_Grand_Duke_of_Oldenburg",0,42.0
242,Brian_Charlton,William_Ferguson_(politician),0,42.5
201,José_Antonio_Ardanza,Juan_José_Ibarretxe,0,43.0
306,Irene_Angelina,Beatrice_of_Swabia,0,43.0
236,Prince_Adalbert_of_Prussia_(1884–1948),Augusta_Victoria_of_Schleswig-Holstein,0,43.5
385,John_IV_of_Portugal,"Joana,_Princess_of_Beira",0,43.5
318,"Prince_Leopold,_Duke_of_Albany","Charles_Edward,_Duke_of_Saxe-Coburg_and_Gotha",0,44.0
366,Peter_IV_of_Aragon,James_III_of_Majorca,0,44.0
370,"Frederick_William,_Elector_of_Hesse","William_II,_Elector_of_Hesse",0,44.0
315,Tauese_Sunia,Togiola_Tulafono,0,44.5
332,"Joan_of_England,_Queen_of_Scotland","John,_King_of_England",0,44.5
359,Jodie_Foster,Cher,0,44.5
325,Gustavus_Adolphus_of_Sweden,Charles_IX_of_Sweden,0,45.0
220,"Bernhard_I,_Duke_of_Saxe-Meiningen","Anton_Ulrich,_Duke_of_Saxe-Meiningen",0,45.5
287,Jinny_Sims,Chris_Charlton,0,45.5
303,Surya_Bahadur_Thapa,Sher_Bahadur_Deuba,0,45.5
233,Wish_Bone,Swizz_Beatz,0,46.0
326,Moshoeshoe_II_of_Lesotho,Letsie_III_of_Lesotho,0,46.0
355,"Joan,_Countess_of_Flanders","Margaret_II,_Countess_of_Flanders",0,46.0
238,James_Campbell_Matthews,Frederick_Douglass,0,46.5
209,Jacquetta_of_Luxembourg,Elizabeth_Woodville,0,47.0
317,Peter_III_of_Aragon,Violant_of_Hungary,0,47.0
297,"Rudolf_IV,_Duke_of_Austria","Albert_III,_Duke_of_Austria",0,49.0
