Jake's_Women,Neil_Simon
Year's_Best_SF_8,Kathryn_Cramer
Skull-Face,Robert_E._Howard
Forest_(painting),Paul_Cézanne
"Magnum,_P.I.",Glen_A._Larson
The_Abbey_(TV_series),Morwenna_Banks
A_Briefer_History_of_Time_(Hawking_and_Mlodinow_book),Leonard_Mlodinow
The_Hour_of_the_Star,Clarice_Lispector
The_Wind_from_the_Sun,Arthur_C._Clarke
The_Tasmanian_Babes_Fiasco,John_Birmingham
Sharpe's_Justice,Bernard_Cornwell
Aunt_Jane's_Nieces_on_the_Ranch,L._Frank_Baum
Got_the_Life_(book),Reginald_Arvizu
Private_Label_Strategy,Jan-Benedict_Steenkamp
"Hollywood,_Interrupted",Mark_Ebner
Between_Heaven_and_Hell_(novel),Peter_Kreeft
The_Pirates!_in_an_Adventure_with_Communists,Gideon_Defoe
Sea_of_Souls,Ed_Whitmore
Conservative_Victory,Sean_Hannity
Jacopo_Pesaro_being_presented_by_Pope_Alexander_VI_to_Saint_Peter,Titian
White_People_(short_story_collection),Allan_Gurganus
The_Enormous_Crocodile,Roald_Dahl
What_Is_Mathematics%3F,Herbert_Robbins
Red_China_Blues,Jan_Wong
The_Infinity_Clue,Franklin_W._Dixon
The_Commanding_Heights,Joseph_Stanislaw
The_Garden_of_Fear_and_Other_Stories,William_L._Crawford
Flora_Antarctica,Joseph_Dalton_Hooker
The_Foundation_of_Perth_1829,George_Pitt_Morison
Stranger_at_My_Door,Peter_S._Fischer
Don't_Judge_a_Girl_by_Her_Cover,Ally_Carter
The_Leopard,Giuseppe_Tomasi_di_Lampedusa
Merlin_(miniseries),David_Stevens_(screenwriter)
The_Pentagon_Spy,Franklin_W._Dixon
Booky_Wook_2,Russell_Brand
Making_Tracks,Welly_Yang
The_Lonely_Crowd,Nathan_Glazer
The_Intelligent_Man's_Guide_to_Science,Isaac_Asimov
Foreign_Land_(novel),Jonathan_Raban
Nijangal,Jaya_Rathakrishnan
Hokey_Wolf,Dan_Gordon_(animator)
A_Tale_for_the_Time_Being,Ruth_Ozeki
A_Little_Cloud,James_Joyce
Pilgrim_(Timothy_Findley_novel),Timothy_Findley
The_Elf_Mound,Hans_Christian_Andersen
Men_of_Athens,Olivia_Coolidge
The_Fantastic_Inventions_of_Nikola_Tesla,Nikola_Tesla
The_Last_Mughal,William_Dalrymple_(historian)
Books_of_Blood,Clive_Barker
Six_Days_of_War,Michael_Oren
Jake_and_the_Kid_(TV_series),W._O._Mitchell
The_Cocoanuts_(musical),George_S._Kaufman
Coming_Back_to_Me,Marcus_Trescothick
Adam_and_Eve_(Cranach),Lucas_Cranach_the_Elder
Another_Day_of_Life,Ryszard_Kapuściński
Beggars_and_Choosers_(TV_series),Peter_Lefcourt
International_Encyclopedia_of_Human_Geography,Nigel_Thrift
The_Street_(UK_TV_series),Danny_Brocklehurst
The_Gorilla_Hunters,R._M._Ballantyne
Wayside:_The_Movie,Lin_Oliver
Harvest_of_Time,Alastair_Reynolds
Augustus_Does_His_Bit,George_Bernard_Shaw
Shoggoths_in_Bloom,Elizabeth_Bear
The_Flames:_A_Fantasy,Olaf_Stapledon
Knees_Up_Mother_Earth,Robert_Rankin
Junjo_Romantica:_Pure_Romance,Shungiku_Nakamura
Moll_Flanders,Daniel_Defoe
Life's_a_Zoo,Andrew_Horne
Lahore:_A_Sentimental_Journey,Pran_Nevile
William_in_Trouble_(short_story_collection),Richmal_Crompton
The_Dying_Animal,Philip_Roth
Sharafnama,Sharaf_Khan_Bidlisi
The_Gripping_Hand,Jerry_Pournelle
Ulysses_(novel),James_Joyce
Strange_Highways_(short_story_collection),Dean_Koontz
The_Gathering_(Carmody_novel),Isobelle_Carmody
Twice_in_a_Lifetime_(TV_series),Neil_Landau
"No,_Honestly",Terence_Brady_(writer)
Freedom._A_Plea,Joachim_Gauck
Get_Happy:_The_Life_of_Judy_Garland,Gerald_Clarke_(author)
APB_(TV_series),Trey_Callaway
Ship_of_Fools_(Russo_novel),Richard_Paul_Russo
Ishii_Hisaichi's_CNN,Hisaichi_Ishii
Lions_in_the_Street,Paul_Hoffman_(business_writer)
The_Birds_of_Australia_(Mathews),Gregory_Mathews
The_Documents_in_the_Case,Dorothy_L._Sayers
The_Tin_Can_Tree,Anne_Tyler
Berenice_(play),Jean_Racine
John_Needham's_Double,Joseph_Hatton
A_Dark_Traveling,Roger_Zelazny
Hey_Pitan!,Risa_Itō
A_Fairly_Odd_Summer,Butch_Hartman
The_Last_Opium_Den,Nick_Tosches
Little_Johnny_Jones,George_M._Cohan
Lady_Susan,Jane_Austen
Black_Ice_(memoir),Lorene_Cary
Gambit_(novel),Rex_Stout
Attack_on_Fear,T._S._Cook
"Wampeters,_Foma_and_Granfalloons",Kurt_Vonnegut
People_Who_Knock_on_the_Door,Patricia_Highsmith
Slam_(novel),Nick_Hornby
Niji-iro_Prism_Girl,An_Nakahara
Family_Album_(novel),Danielle_Steel
Danny_Dunn_on_a_Desert_Island,Jay_Williams_(author)
Path_of_Destruction_(film),Chase_Parker
The_Bread_Peddler_(novel),Xavier_de_Montépin
Octavius_(dialogue),Marcus_Minucius_Felix
Greyhawk_Player's_Guide,Anne_Brown_(game_designer)
Magical_Mystery_Tour_(film),John_Lennon
The_Immortals_(Stewart_and_Riddell_novel),Paul_Stewart_(writer)
Sire_(novel),Jean_Raspail
The_Sundering_Flood,William_Morris
Life_Is_Beautiful_(2010_TV_series),Kim_Soo-hyun_(writer)
Aura:_Koga_Maryuin's_Last_War,Romeo_Tanaka
The_Wishing_Horse_of_Oz,Ruth_Plumly_Thompson
Lost_City_Radio,Daniel_Alarcón
The_Night_Stalker_(1972_film),Richard_Matheson
Justin_Bayard,Jon_Cleary
Alternate_Heroes,Martin_H._Greenberg
Critical_(TV_series),Michael_A._Walker
Virus_Buster_Serge__light_novel__1,Masami_Ōbari
World's_End_(Boyle_novel),T._C._Boyle
The_Secret_of_Wildcat_Swamp,Franklin_W._Dixon
Doctor_Ox,Jules_Verne
A_Comprehensive_Grammar_of_the_English_Language,Randolph_Quirk
The_Octonauts,Cusi_Cram
The_Culture_of_Narcissism,Christopher_Lasch
Out_of_the_Blue_(1979_TV_series),Barry_Kemp_(TV_producer)
Tales_from_the_Mos_Eisley_Cantina,Barbara_Hambly
Evelyn's_Husband,Charles_W._Chesnutt
The_Thin_Man,Dashiell_Hammett
Twilight_(Cabot_novel),Meg_Cabot
The_Fairies_of_Liaozhai,Pu_Songling
"William_Shakespeare's_Star_Wars:_Verily,_a_New_Hope",Ian_Doescher
Into_the_Labyrinth_(novel),Margaret_Weis
House_of_Leaves,Mark_Z._Danielewski
The_Answer_(novel),K._A._Applegate
NG_Life,Mizuho_Kusanagi
Silver_Hoof,Pavel_Bazhov
A_Marcha_das_Utopias,Oswald_de_Andrade
The_Tenants_(novel),Bernard_Malamud
Sahib_Biwi_Gulam,Bimal_Mitra
Grande_tête_mince,Alberto_Giacometti
Last_Watch,Sergei_Lukyanenko
The_Judy_Garland_Show,Frank_Peppiatt
Pacific_War_series,Newt_Gingrich
The_Blue_Room_(Picasso),Pablo_Picasso
Scikit-learn,David_Cournapeau
The_Human_Factor_(book),Kim_Vicente
Family_Complex,Mikiyo_Tsuda
On_the_Way_of_Resurrection,Michel_Aflaq
The_Seventh_Gate,Tracy_Hickman
The_Charmkins,George_Arthur_Bloom
Streets_of_Laredo_(miniseries),Larry_McMurtry
The_Bone_Forest,Robert_Holdstock
Too_Many_Men_(novel),Lily_Brett
Whiskey_Tango_Foxtrot_(novel),David_Shafer_(author)
Lo_Ho_Gayi_Pooja_Iss_Ghar_Ki,Zama_Habib
An_Infamous_Army,Georgette_Heyer
The_Cobweb_(novel),Neal_Stephenson
Agrippa_(A_Book_of_the_Dead),William_Gibson
Meg_the_Lady_(novel),Tom_Gallon
Child_Marriage_and_Religion_of_Islam,Majid_Rafizadeh
The_Gate_of_Worlds,Robert_Silverberg
Jimmy_(2013_film),Mark_Freiburger
The_Story_of_a_Mother,Hans_Christian_Andersen
The_Revolution:_A_Manifesto,Ron_Paul
Foster's_Home_for_Imaginary_Friends,Lauren_Faust
Tenshi_Nanka_Ja_Nai,Ai_Yazawa
The_Years,Virginia_Woolf
A_Light_in_the_Attic,Shel_Silverstein
ACT-R,John_Robert_Anderson_(psychologist)
A_for_Andromeda,John_Elliot_(author)
Step_on_a_Crack,James_Patterson
Athena_Protects_the_Young_Hero,Gustav_Bläser
The_Millionaire_Mind,Thomas_J._Stanley
Summa_Theologica,Thomas_Aquinas
Shooting_an_Elephant,George_Orwell
"Alas,_Babylon",Pat_Frank
Charlotte_Löwensköld,Selma_Lagerlöf
Princess_Gwenevere_and_the_Jewel_Riders,James_Luceno
The_Hollow,Agatha_Christie
"No_God_but_God:_The_Origins,_Evolution,_and_Future_of_Islam",Reza_Aslan
The_Coachman_Rat,David_Henry_Wilson
The_Turbulent_Term_of_Tyke_Tiler,Gene_Kemp
The_Scent_of_the_Roses,Aleen_Leslie
The_Brothers_Lionheart,Astrid_Lindgren
Code_to_Zero,Ken_Follett
Chinese_Souls,Nancy_Crow
Arms_and_Equipment_Guide,Jesse_Decker
The_Women_of_the_Cousins'_War,Philippa_Gregory
Gimmicks_Three,Isaac_Asimov
I_nattens_tystnad,Margit_Sandemo
Dial_Hot_Line,Carol_Sobieski
Madmen_and_Specialists,Wole_Soyinka
Self-portrait_without_beard,Vincent_van_Gogh
Les_Fleurs_du_mal,Charles_Baudelaire
"Black_Holes,_Wormholes_and_Time_Machines",Jim_Al-Khalili
Never_Let_Me_Go_(novel),Kazuo_Ishiguro
The_Zulu_and_the_Zayda,Howard_Da_Silva
The_Horror_in_the_Museum_and_Other_Revisions,H._P._Lovecraft
Ghost_Quartet,Dave_Malloy
And_the_Ass_Saw_the_Angel,Nick_Cave
Capturing_Mary,Stephen_Poliakoff
Autoportrait_(Tamara_in_a_Green_Bugatti),Tamara_de_Lempicka
The_Second_World_War_(book_series),Winston_Churchill
Scorcher:_The_Dirty_Politics_of_Climate_Change,Clive_Hamilton
Journey_to_the_West_(2011_TV_series),Wu_Cheng'en
Dinosaurs!,Gardner_Dozois
Happy_City,Charles_Montgomery_(writer)
Wolfsbane_(novel),Jacqueline_Rayner
Deewana_(TV_series),Adeel_Razzaq
Pure_Data,Miller_Puckette
Golden_Boys_(novel),Sonya_Hartnett
Cross_Game,Mitsuru_Adachi
To_Have_and_to_Hold,Mary_Johnston
The_Perfectionist,David_Williamson
Harmonia_Macrocosmica,Andreas_Cellarius
The_Adventure_of_Wisteria_Lodge,Arthur_Conan_Doyle
Ratnavali,Harsha
The_Prisoner_of_Zhamanak,L._Sprague_de_Camp
The_Haunted_Man_and_the_Ghost's_Bargain,Charles_Dickens
Wikipedia,Larry_Sanger
Not_Meant_to_Be__Not_Meant_to_Be__1,Kara_DioGuardi
Strands_of_Sunlight,Gael_Baudino
House_of_Harmony,Barbara_Wood
The_Zombie_Survival_Guide,Max_Brooks
Song_of_the_Saurials,Jeff_Grubb
The_Veteran_(short_story_collection),Frederick_Forsyth
The_Mysterious_Caravan,Franklin_W._Dixon
Totally_Biased_with_W._Kamau_Bell,W._Kamau_Bell
Jedi_Apprentice:_The_Followers,Jude_Watson
Dear_Life,Alice_Munro
Poirot's_Early_Cases,Agatha_Christie
Dave_Barry_Turns_50,Dave_Barry
The_Dispossessed,Ursula_K._Le_Guin
Alligator_Pie,Dennis_Lee_(author)
Dream_Dancer,Janet_Morris
Geobreeders,Isamu_Imakake
Crystal_(novel),Walter_Dean_Myers
Athyra,Steven_Brust
The_Human_Angle,William_Tenn
Geological_Evidences_of_the_Antiquity_of_Man,Charles_Lyell
Junk:_Record_of_the_Last_Hero,Kia_Asamiya
"Finnmark,_Winter",Anna-Eva_Bergman
Triptych_(Frey_novel),J.M._Frey
Indulekha_(novel),Oyyarathu_Chandu_Menon
Eye_on_Crime,Franklin_W._Dixon
The_Eerie_Silence,Paul_Davies
Mouryou_Kiden,Tamayo_Akiyama
After_the_Ball_(play),David_Williamson
Coal_Creek_(novel),Alex_Miller_(writer)
Cactus's_Secret,Nana_Haruta
Bonaparte_Visiting_the_Plague_Victims_of_Jaffa,Antoine-Jean_Gros
Future_on_Fire,Orson_Scott_Card
Bullet_Time_(novel),David_A._McIntee
The_Cleft,Doris_Lessing
Galactic_North,Alastair_Reynolds
Obsessed_(novel),Ted_Dekker
An_Equal_Music,Vikram_Seth
Diary_of_a_Bad_Man,Humza_Arshad
Grunt:_The_Curious_Science_of_Humans_at_War,Mary_Roach
Q-Squared,Peter_David
The_Divine_Invasion,Philip_K._Dick
"Carnacki,_the_Ghost-Finder",William_Hope_Hodgson
The_Vicar_of_Wakefield,Oliver_Goldsmith
The_Last_Battle,C._S._Lewis
The_Wild_North_(short_story_collection),Ion_Idriess
Millennium_Falcon_(novel),James_Luceno
The_Ordinary_Princess,M._M._Kaye
A_Tourist_Guide_to_Lancre,Terry_Pratchett
Jarka_Ruus,Terry_Brooks
How_to_Ditch_Your_Fairy,Justine_Larbalestier
Scarlett_(miniseries),William_Hanley
The_Cat_Who_Came_for_Christmas,Cleveland_Amory
The_Autobiography_of_an_Ex-Colored_Man,James_Weldon_Johnson
Keeping_Mum_(TV_series),Geoffrey_Atherden
Monster_Manual_II,Skip_Williams
The_Influence_of_Sea_Power_upon_History,Alfred_Thayer_Mahan
Far_Boundaries,August_Derleth
"Oh,_Doctor_Beeching!",John_Stevenson_(scriptwriter)
The_Story_of_Science_in_America,Catherine_Crook_de_Camp
Tinkers_(novel),Paul_Harding_(author)
Mortal_Causes,Ian_Rankin
The_Atom_Clock,Cornel_Lengyel
Greenhouse_Solutions_with_Sustainable_Energy,Mark_Diesendorf
Wallace_and_Gromit,Bob_Baker_(scriptwriter)
Brain_on_Fire,Susannah_Cahalan
The_Philanthropist_(play),Christopher_Hampton
Whose_Baby%3F_(miniseries),Peter_Schreck
Making_Good_Again,Lionel_Davidson
Blue_Gender__manga__1,Ryōsuke_Takahashi
The_Black_Rose_(novel),Thomas_B._Costain
Let_Them_Eat_Precaution,Jon_Entine
The_Pioneer_Mother_Memorial,Avard_Fairbanks
IDLE,Guido_van_Rossum
Wyatt's_Hurricane,Desmond_Bagley
Love_and_Summer,William_Trevor
The_Adventure_of_Black_Peter,Arthur_Conan_Doyle
Comet_in_Moominland,Tove_Jansson
Caddie_Woodlawn,Carol_Ryrie_Brink
Cooked:_A_Natural_History_of_Transformation,Michael_Pollan
Triumph_of_the_Nerds,Robert_X._Cringely
Daddy's_Roommate,Michael_Willhoite
Robot_Chicken:_Star_Wars_Episode_II,Matthew_Senreich
Grimble,Clement_Freud
Paper_Cities,Ekaterina_Sedia
Bubbles_(painting),John_Everett_Millais
Lovers_in_the_Night,Fumi_Yoshinaga
The_Birth_and_Death_of_the_Sun,George_Gamow
Beyond_Thirty_and_The_Man-Eater,Edgar_Rice_Burroughs
The_Nightingale_(novel),Agnes_Sligh_Turnbull
