Vlasina_Stojkovićeva,Serbia
"Binatlı,_Batman",Turkey
Qahvaj,Iran
"Fullers,_New_York",United_States
Adarvalli,India
Darvasak,Iran
Gradno,Slovenia
Staniowice,Poland
Shahbuz_District,Azerbaijan
Şahmurlu,Turkey
Ewshot,United_Kingdom
Llantilio_Crossenny,United_Kingdom
"Parmakkapı,_Kozluk",Turkey
Saint-Micaud,France
"Brusturi,_Bihor",Romania
"Holland,_Michigan",United_States
Olhalvo,Portugal
Zanfigué,Mali
Kolniszki,Poland
Castrillo_de_la_Valduerna,Spain
"Turzyn,_Kuyavian-Pomeranian_Voivodeship",Poland
Panther_Creek_Wind_Farm,United_States
"Riverside,_Missouri",United_States
"Przyłęk,_Podkarpackie_Voivodeship",Poland
Ammerbuch,Germany
"Valley_Lake_Ranchos,_California",United_States
"Bryceville,_Florida",United_States
Maralayy,Russia
Naba-Sougdin,Burkina_Faso
Kim_Lư,Vietnam
"Poświętne,_Szamotuły_County",Poland
"Vallée-Jonction,_Quebec",Canada
"Northern_Cambria,_Pennsylvania",United_States
Gaffargaon_Upazila,Bangladesh
"Grantham,_Pennsylvania",United_States
"Boiling_Springs,_Pennsylvania",United_States
Basavana_Bagewadi,India
"Kaşaltı,_Feke",Turkey
"Pascoe_Vale_Road,_Melbourne",Australia
Snežeče,Slovenia
"Barly,_Somme",France
Vana-Sonda,Estonia
Gryżów,Poland
"Lade,_Kent",Kent
Grzymysławice,Poland
"Meadows,_Newfoundland_and_Labrador",Canada
Qeshlaq-e_Qalehjiq,Iran
Choam_Khsant_District,Cambodia
Roman_Catholic_Diocese_of_Sobral,Brazil
Ullinish,United_Kingdom
Ulnes_Walton,Lancashire
Ola_Oluwa,Nigeria
Večje_Brdo,Slovenia
Chexbres,Switzerland
Aniniș_River_(Bâsca_Roziliei),Romania
Stanton_Heights_(Pittsburgh),United_States
Qareh_Naz-e_Olya,Iran
"Oak_Lake,_Manitoba",Canada
"Čeplje,_Vransko",Slovenia
Narmada_district,India
"Whitton,_London",United_Kingdom
"Kızıldere,_Nazilli",Turkey
Gmina_Popów,Poland
"Bijarabin,_Astara",Iran
"Eslamabad,_Zahedan",Iran
Kanak_Peak,Antarctica
Bazou,Cameroon
Brightwell-cum-Sotwell,Oxfordshire
Les_Cent-Acres,France
Medshi,India
"Darbidan,_Maskun",Iran
Ševětín,Czech_Republic
Koza_Wielka,Poland
"Gelston,_Lincolnshire",Lincolnshire
Temara,Morocco
"Seward,_Illinois",United_States
Purdilnagar,India
Ruishton,Somerset
Riel_(electoral_district),Canada
"Fuquay-Varina,_North_Carolina",United_States
Białowody,Poland
Notre-Dame-de-l'Osier,France
Gilgilçay,Azerbaijan
Northern_Msheirfeh,Syria
Stare_Chrapowo,Poland
"Powm_Beach,_Saskatchewan",Canada
"Liberty_Township,_Wabash_County,_Indiana",United_States
Shire_of_Pakenham,Australia
"Samangan,_Quchan",Iran
"Mar_Azul,_Buenos_Aires",Argentina
Deir_Atiyah,Syria
"Empire,_Contra_Costa_County,_California",United_States
Võrsna,Estonia
Nordre_Vartdal,Norway
Berod_bei_Wallmerod,Germany
County_of_Lowan,Australia
Boxted_Cross,Essex
Lutuhyne_Raion,Ukraine
"Volot,_Volot_Settlement,_Volotovsky_District,_Novgorod_Oblast",Russia
Wiehl,Germany
Shimpewadi,India
Mormès,France
Villa_Mirasol,Argentina
"Northcliff,_Texas",United_States
Nowy_Sokołów,Poland
"Brushton,_New_York",United_States
Bandar_Abbas_Industrial_Estate,Iran
Saint-Germain-Lespinasse,France
"Steinitz,_Germany",Germany
Seongbuk_District,South_Korea
Kesalar,Azerbaijan
Banjevići,Bosnia_and_Herzegovina
Chandar_Mahalleh,Iran
Nildandahinna,Sri_Lanka
Curciat-Dongalon,France
Strezimirovci,Bulgaria
"Cliftleigh,_New_South_Wales",Australia
Kucborowo,Poland
"Brookland,_Kent",United_Kingdom
Caersws_railway_station,United_Kingdom
"Kant,_Kyrgyzstan",Kyrgyzstan
San_Francisco_del_Yeso_District,Peru
"Ribjek,_Osilnica",Slovenia
Al-Wasitah,Yemen
"Little_Neck,_Queens",United_States
"Łysa_Góra,_Hrubieszów_County",Poland
Ghighiu_River_(Teleajen),Romania
Jahanabad-e_Meybod_Industrial_Estate,Iran
Sarab-e_Naniz,Iran
"Blankenheim,_North_Rhine-Westphalia",Germany
"East_Foothills,_California",United_States
Antoniówka_Świerżowska,Poland
"St._Clair,_Pennsylvania",United_States
Avesnes-les-Aubert,France
Moore_State_Park,United_States
Gempenach,Switzerland
Coruripe,Brazil
Magabeni,South_Africa
Wyaston,United_Kingdom
Homberg_(Efze),Germany
Kariguini,Kenya
Punata_Province,Bolivia
Vilcashuamán,Peru
Paczków,Poland
Djugerari_(Cherrabun),Australia
"Ayioi_Omoloyites,_Nicosia",Cyprus
Dam_Sefidar,Iran
Lake_Chilwa,Malawi
Niewierszyn,Poland
Kielnarowa,Poland
Wyszatyce,Poland
"Silver_Creek,_Washington",United_States
"Colgate,_West_Sussex",United_Kingdom
Burayman,Saudi_Arabia
Mkambini,Kenya
"Razi,_Khuzestan",Iran
"Cobden,_Victoria",Australia
"Lester,_Iowa",United_States
"Odgen,_Illinois",United_States
The_Narth,United_Kingdom
"Bid_Zard,_Behbahan",Iran
Szewnia_Górna,Poland
"Blackwall,_London",United_Kingdom
Gnas,Austria
Daminah_al-Gharbiyah,Syria
Adhale_Budruk,India
Forteau,Canada
San_Mateo_Sindihui,Mexico
"Liplje,_Postojna",Slovenia
"Szyszkowiec,_Pomeranian_Voivodeship",Poland
"Kupen,_Gabrovo_Province",Bulgaria
Little_Torrington,Devon
"Weymouth,_Nova_Scotia",Canada
Llafranc,Spain
"Kömürlü,_Bozyazı",Turkey
Vashnam-e_Morid,Iran
Wola_Rożniatowska,Poland
Aabey,Lebanon
"Rocky_Island,_South_China_Sea",China
Großnaundorf,Germany
Veerannapeta,India
Artenara,Spain
Golur-e_Bala,Iran
Witoszów_Dolny,Poland
Topi_West,Pakistan
Məmmədrza_Dizə,Azerbaijan
Horozlu,Turkey
Śródmieście-Północ,Poland
Amir-e_Olya,Iran
Giulianova,Italy
"Theodore,_Australian_Capital_Territory",Australia
Vâlcelul_Clinului_River,Romania
"White_Hills,_Arizona",United_States
Enarotali,Indonesia
Tujak-e_Jadid,Iran
"South_Bend_Township,_Barton_County,_Kansas",United_States
"Euharlee,_Georgia",United_States
Wetasseyaya,Sri_Lanka
"Dowlatabad,_Shahrud",Iran
"Harmony,_Indiana",United_States
Valcălița_River,Romania
Kagunak,Iran
"Gökçeler,_Gölpazarı",Turkey
City_of_Liverpool_(New_South_Wales),Australia
Macikowo,Poland
Marcinelle,Belgium
"Cairns_North,_Queensland",Australia
"Rudyard,_Montana",United_States
Tambopata_Province,Peru
Drawnik,Poland
Bouleternère,France
"Industrial_Estate,_Shahrekord",Iran
Sillegny,France
Ingwavuma,South_Africa
New_Bolsover_model_village,United_Kingdom
Tubići,Serbia
"Stone_Harbor,_New_Jersey",United_States
"Morton,_Mississippi",United_States
Bora_River_(Romania),Romania
"Menneville,_Pas-de-Calais",France
Cham_Sorkheh,Iran
Dawlat_Yar_District,Afghanistan
Nowa_Wieś_Niemczańska,Poland
"Bramka,_Kuyavian-Pomeranian_Voivodeship",Poland
Sembiapalayam,India
Anar_Dara_District,Afghanistan
Sardegal_Integrated_Farming_Industry,Iran
"Ray_Point,_Texas",United_States
"Gudi,_Iran",Iran
Cape_Finniss,Australia
"Cathedral_of_Saint_Patrick_(Norwich,_Connecticut)",United_States
Domanovići,Bosnia_and_Herzegovina
"Prairie_City,_Kansas",United_States
Razac-d'Eymet,France
Jerash_Governorate,Jordan
"Burczak,_Gmina_Czarna_Białostocka",Poland
"Unionville,_Massac_County,_Illinois",United_States
Soanenga,Madagascar
"Olszewo,_Gmina_Stare_Juchy",Poland
"Alamo_Lake,_Arizona",United_States
"Akhara,_Bhogpur",India
"Fishtown,_Philadelphia",United_States
"Neosho_County,_Kansas",United_States
La_Parra,Spain
Summit_Lake_Provincial_Park,Canada
Milkwall,Gloucestershire
Mõnnaste,Estonia
Ziniaré,Burkina_Faso
"St._Luke's_Hospital,_Malta",Malta
Mihalache_River,Romania
Dhanauha,India
Riebeeckstad,South_Africa
Stare_Zambski,Poland
Banize,France
Vedvik,Norway
"Quiogue,_New_York",United_States
Shekar_Tu,Iran
Noak_Bridge,United_Kingdom
Hillsdale_State_Park,United_States
"Usherville,_Saskatchewan",Canada
"Meckering,_Western_Australia",Australia
Ociu_River,Romania
Villars-Bramard,Switzerland
"Conover,_North_Carolina",United_States
"St._Joseph_Cathedral,_Gambela",Ethiopia
"Petit-Saguenay,_Quebec",Canada
Drevant,France
South_Patel_Nagar,India
"Ura,_Estonia",Estonia
"Ottone,_Emilia-Romagna",Italy
Romariz,Portugal
"Sula,_Sogn_og_Fjordane",Norway
New_Yangon_General_Hospital,Myanmar
"Richmond_Hill,_North_Carolina",United_States
Unterlunkhofen,Switzerland
Kushchi-Gasanly,Azerbaijan
Seyl_Nazar,Iran
Großgörschen,Germany
Saint-Julien-en-Born,France
"Aliabadak,_Yazd",Iran
"Damyeri,_Kozan",Turkey
"Grano,_North_Dakota",United_States
Srashen,Armenia
Schlossrued,Switzerland
"Ustnik,_Warmian-Masurian_Voivodeship",Poland
"Rueda,_Valladolid",Spain
Auribeau-sur-Siagne,France
Berkhedi,India
"Samailli,_Nazilli",Turkey
Nyon_District,Switzerland
"Gorenje,_Šmartno_ob_Paki",Slovenia
Innfjorden,Norway
Vagnas,France
Brandhall,United_Kingdom
"Cibola_County,_New_Mexico",United_States
Markeaton,Derbyshire
"Rezg,_Nehbandan",Iran
Pastal_Kuh,Iran
Grathem,Netherlands
"Middle_Township,_Hendricks_County,_Indiana",United_States
Bhankrota,India
Ghumay,Afghanistan
"Allahabad,_Tiran_and_Karvan",Iran
Westerdale,North_Yorkshire
Pulford,United_Kingdom
Tambaur_Ahmadabad,India
Planina_Donja,Croatia
Mukundgarh,India
"Soye,_Mali",Mali
"Thingan,_Nepal",Nepal
Tabera_de_Abajo,Spain
Kütke,Estonia
Sewu,Indonesia
"Bedias,_Texas",United_States
Karzok,India
Podborek,Poland
"Kil,_Värmland",Sweden
"Tyrone_Township,_Le_Sueur_County,_Minnesota",United_States
Mihavatsy,Madagascar
Skhour_Rehamna,Morocco
Siddharthanagar,Nepal
"Hanoverton,_Ohio",United_States
"Ridgeway,_Ohio",United_States
Râul_Cătunului,Romania
"Mazraeh-ye_Dowlatabad,_Neyriz",Iran
"Şənlik,_Aghjabadi",Azerbaijan
Elderslie_railway_station,United_Kingdom
Lönsboda,Sweden
"Congress,_Arizona",United_States
Cacoal,Brazil
"White_Island,_Otago",New_Zealand
Kazykhanly,Azerbaijan
Djedeida,Tunisia
Sępskie_Niwy,Poland
Band-e_Mahmud,Iran
Tockholes,United_Kingdom
Fredericia_Municipality,Denmark
Moapé,Ivory_Coast
"Largent,_West_Virginia",United_States
Ambrosden,Oxfordshire
Stoke_Wake,United_Kingdom
"Old_Chinatown,_Cleveland",United_States
Kalateh-ye_Firuzeh,Iran
Kougouleu,Gabon
"Lux,_Saône-et-Loire",France
Morolo,Italy
"Seyyedlar,_Golestan",Iran
Rongel_Reef,Antarctica
"Hatton,_Warwickshire",Warwickshire
Klimontówek,Poland
Hapugastalawa,Sri_Lanka
Pârâul_Pietrei,Romania
"Ross_Township,_Allegheny_County,_Pennsylvania",United_States
Maguayo,Puerto_Rico
"Florida_Ridge,_Florida",United_States
"Maryan,_Gilan",Iran
Coln_St._Aldwyns,United_Kingdom
Chenarlaq,Iran
Bada_Khola,Nepal
Marlanahalli,India
"Lincoln,_New_Mexico",United_States
Wanim_Island,Papua_New_Guinea
Panwila,Sri_Lanka
"Asparuhovo,_Varna",Bulgaria
Crézancy,France
"Kovačevac,_Busovača",Bosnia_and_Herzegovina
Red_Hills_State_Park,United_States
Bhistenatti,India
"South_Salt_Lake,_Utah",United_States
"Siva,_Perm_Krai",Russia
"French_Lake,_Minnesota",United_States
"Shahrokhabad,_Kermanshah",Iran
Dolenje_Radulje,Slovenia
Pârâul_Mare_(Miletin),Romania
"Silver_City,_Iowa",United_States
La_Coronilla,Uruguay
Didenko,Mali
Eastern_Beskids,Slovakia
"Columbus_Township,_Platte_County,_Nebraska",United_States
Kensu,Kyrgyzstan
"Elvan,_Virginia",United_States
Abaújkér,Hungary
Vetrișoaia,Romania
"Gurvanbulag,_Bulgan",Mongolia
Sărvăzel_River,Romania
Regéc,Hungary
"Barrio_Balboa,_Panama",Panama
Clifton-on-Trent_railway_station,United_Kingdom
Rychłocice,Poland
Marmentino,Italy
Dahan-e_Khawal,Afghanistan
Dashtak-e_Olya_Abriz,Iran
High_Halden_Road_railway_station,United_Kingdom
Baccarat,France
Tesárske_Mlyňany,Slovakia
Châteauguay—Huntingdon,Canada
"Maytown,_Florida",United_States
Miélan,France
"Victoria,_Marshall_County,_Mississippi",United_States
"Münsingen,_Germany",Germany
"Ellis_County,_Texas",United_States
Stefan_Karadzhovo,Bulgaria
"T_&_G_Building,_Brisbane",Australia
Pechr_Chenda_District,Cambodia
"Long_Prairie,_Minnesota",United_States
Calgary_Rocky_Ridge,Canada
Baggy_Point,Devon
Miroși,Romania
Antalaha,Madagascar
Roman_Catholic_Archdiocese_of_Monreale,Italy
"Piendamó,_Cauca",Colombia
Gabarus_Lake,Canada
Bahador_Khani,Afghanistan
"Waterville,_Ohio",United_States
Edappadi,India
Little_Sachigo_Lake,Canada
Kindra_Creek,Australia
Keur-Macene,Mauritania
San_Diego–Tijuana,United_States
Metropolitan_City_of_Rome_Capital,Italy
"Jackson_Township,_Geary_County,_Kansas",United_States
Khajuria_Ramdas,India
"São_Lourenço,_Minas_Gerais",Brazil
"Linn_Grove,_Indiana",United_States
Shuhadaa_al-Salawi,Libya
Tosterglope,Germany
University_of_North_Carolina_at_Wilmington_Arboretum,United_States
Santa_Maria_do_Herval,Brazil
Fuente_Obejuna,Spain
Satley,United_Kingdom
Gaglioli,Italy
Kabgivan,Iran
Avusy,Switzerland
Rural_Municipality_of_Elfros_No._307,Canada
La_Moncelle,France
Beriskan,Iran
"La_Porte,_Texas",United_States
Salford_Quays,United_Kingdom
Biassini,Uruguay
"Afton,_Wyoming",United_States
Saint-Étienne-l'Allier,France
Hedgerley,Buckinghamshire
"Milwaukee_County,_Wisconsin",United_States
"Pakowki,_Alberta",Canada
Charlottetown-Brighton,Canada
"Długie,_West_Pomeranian_Voivodeship",Poland
Seskinore,United_Kingdom
Japelaq-e_Sharqi_Rural_District,Iran
Yangcheon_District,South_Korea
"Wainville,_West_Virginia",United_States
Lake_Rotoroa_(Waikato),New_Zealand
Gaboassi,Burkina_Faso
Şərəfə,Azerbaijan
Saint-Quentin-de-Caplong,France
"Cave_Township,_Franklin_County,_Illinois",United_States
Gmina_Zbójno,Poland
"Kalateh-ye_Habib,_South_Khorasan",Iran
Pirihueico_Lake,Argentina
"Ketendere,_Nazilli",Turkey
Les_Cassés,France
Samsagbo,Burkina_Faso
Origgio,Italy
"Brunswick,_Tennessee",United_States
"Tepebaşı,_Eskişehir",Turkey
Committee_Bay,Canada
"Clayton_County,_Georgia",United_States
Uszka_(village),Hungary
Pentrellwyn,United_Kingdom
Hommarting,France
Szydłówko,Poland
Erpingham,Norfolk
"Santoshpur,_Kolkata",India
"Manga,_Central_African_Republic",Central_African_Republic
Kandalampadu,India
Temescal_Mountains,United_States
Gaff_Topsails,Canada
"Yale,_Oklahoma",United_States
Küçükkızılkum,Turkey
Napo_River,Ecuador
Joghranvaru,Iran
Galan_Ridge,Antarctica
Jam_Bozorgi,Iran
Amayapuram,India
Macari_District,Peru
Opočnice,Czech_Republic
Boneh-ye_Mirza_Aqa,Iran
Shapai_Dam,China
Edinburgh,United_Kingdom
"Timberon,_New_Mexico",United_States
Guegue,São_Tomé_and_Príncipe
Kheydar,Iran
Pagny-sur-Moselle,France
Hausbrunn,Austria
"Welcome,_Virginia",United_States
G._Ragampeta,India
Aimeliik,Palau
"Zalesie,_Gmina_Lidzbark",Poland
"Grm,_Trebnje",Slovenia
Riesigk,Germany
"Aliabad,_Dashti",Iran
Media_Agua,Argentina
Lavik_Church,Norway
Markowce,Poland
"Bubble_Houses_(Hobe_Sound,_Florida)",United_States
