Bloc_Québécois,Montreal
New_Kosovo_Alliance,Pristina
AOM_French_Airlines,Orly_Airport
National_Security_Authority_(Czech_Republic),Czech_Republic
Mouvement_Réformateur,Brussels
TET_(TV_channel),Ukraine
Room_39,Pyongyang
RTV_Maglaj,Maglaj
Severstal_Air_Company,Russia
Camp_of_Great_Poland,Warsaw
Etosha_Ecological_Institute,Namibia
Spectrum_News,North_Carolina
Neos_(airline),Italy
Kenya_Ports_Authority,Kenya
Aeronaves_Dominicanas,Santo_Domingo
Fox_Sports_(Latin_America),Mexico_City
Catalan_Workers_Bloc,Barcelona
Air_Pennsylvania,"Reading,_Pennsylvania"
Annushka_(airline),Stavropol
Sudan_People's_Liberation_Movement,Juba
Pennsylvania_Department_of_General_Services,"Harrisburg,_Pennsylvania"
Turkuaz_Airlines,Ankara
FSN_Chicago,"Bethpage,_New_York"
Constitutional_Party_(Austria),Vienna
Mindanao_Express,Philippines
Bulgarian_Left,Sofia
California_Victim_Compensation_and_Government_Claims_Board,California
Atlantic_Express_(airline),Exeter
RTRS_PLUS,Banja_Luka
Parliamentary_Party_of_Kosovo,Kosovo
Family_Law_in_Partnership,London
Airwork,Auckland
ONN,"Columbus,_Ohio"
Air_Peace,Nigeria
Flyvista,Georgia_(country)
Animax_Pakistan,Karachi
Guam_Department_of_Public_Works,Guam
The_Plain,Tuileries_Palace
British_Asia_Airways,Taiwan
TV3_(Catalonia),Sant_Joan_Despí
PAIS_Alliance,Quito
Ministry_of_Foreign_Affairs_(Turkey),Ankara
"Trade_Mission_of_the_ROC_(Taiwan),_Abuja,_Federal_Republic_of_Nigeria",Abuja
Braniff_(1983–1990),"Orlando,_Florida"
National_Technical_Research_Organisation,New_Delhi
Aeolian_Airlines,Athens
Simargl_Air_Company,Stavropol
Air_Greenland,Nuuk_Airport
Bureau_of_Internal_Revenue_(Philippines),Quezon_City
Asia_Airways,Dushanbe
Caspiy,Kazakhstan
National_Movement_(Poland),Warsaw
Big_CBS_Prime,Maharashtra
Colors_Gujarati,Ahmedabad
Capital_Markets_Board_of_Turkey,Turkey
Partei_für_Freiheit_und_Fortschritt,Eupen
Aviatour_Air,Philippines
ABC_Air_Hungary,Budapest
Ecologist_Party_%22The_Greens%22,Lisbon
TV9_(Telugu),India
Deacons_(law_firm),Hong_Kong
Ministry_of_Communications_(Japan),Japan
Ministry_of_Justice_(United_Kingdom),102_Petty_France
Bonneville_Power_Administration,"Portland,_Oregon"
Civil_Aviation_Administration_of_China,Beijing
Delta_Air_Transport,Belgium
Bicton_Woodland_Railway,Budleigh_Salterton
Hewa_Bora_Airways,Democratic_Republic_of_the_Congo
SAPSAN,Astana
WaterSecure,Queensland
Ministry_of_Rural_and_Regional_Development_(Malaysia),Putrajaya
Seychelles_National_Party,"Victoria,_Seychelles"
Communist_Party_of_the_Russian_Federation,Moscow
Christian_Historical_Union,The_Hague
British_Airtours,Lowfield_Heath
Democratic_Party_(Northern_Mariana_Islands),Saipan
Marshall_Space_Flight_Center,Alabama
Ministry_of_Health_(Iraq),Baghdad
Brazilian_Social_Democracy_Party,Brasília
Heli_Malongo_Airways,Luanda
Northeast_Airlines_(China),China
Unity_List_(Austria),Klagenfurt
Ministry_of_Parliamentary_Affairs_(Pakistan),Islamabad_Capital_Territory
Tripoli_Bloc,Tripoli
"Ministry_of_Maritime_Affairs,_Transport_and_Infrastructure",Zagreb
"Taipei_Commercial_Office_in_Bogotá,_Colombia",Colombia
Airwing,Lørenskog
Botswana_National_Broadcasting_Board,Gaborone
Rada_TV,Kiev
National_Democratic_Alliance_(Kuwait),Kuwait
Haïti_Ambassador_Airlines,Haiti
The_community_Zabej,Minsk
Satgur_Air_Transport,Monrovia
Airlinair,France
Africa's_Connection_STP,São_Tomé_and_Príncipe
Department_of_Industry_and_Commerce_(1982–84),Canberra
Department_of_Arts_and_Culture_(South_Africa),"Arcadia,_Pretoria"
Democratic_Party_(Mendoza),"Mendoza,_Argentina"
AirSea_Lines,Greece
Kuwait_Stock_Exchange,Kuwait_City
Ministry_of_Regional_Development_(Czech_Republic),Prague_1
Croatian_Party_of_Rights_of_Bosnia_and_Herzegovina,Bosnia_and_Herzegovina
Boom_Sport_One,Bucharest
People's_Front_for_Democracy_and_Justice,Asmara
DWF_LLP,United_Kingdom
Vieques_Air_Link,Puerto_Rico
Equaflight,Pointe-Noire
Great_Bush_Railway,Hadlow_Down
National_Order_Party,Ankara
Ekamra_Manoranjan_TV,India
IRIB_Quran,Tehran
Communist_Party_of_the_Russian_Federation,Russia
Croatian_Civic_Initiative,Montenegro
First_Party,Ankara
Department_of_Industry_(Australia),Canberra
Ministry_of_Justice_and_Constitutional_Affairs_(Uganda),Kampala
VietJet_Air,Ho_Chi_Minh_City
Miss_Great_Britain_Party,London
Presidential_Administration_of_Ukraine,Ukraine
Leek_and_Manifold_Valley_Light_Railway,"Leek,_Staffordshire"
Nationale_Regionale_Transport,Gabon
Australian_Defence_Force_Investigative_Service,Canberra
Aurigny,"Forest,_Guernsey"
Waterways_Ireland,County_Fermanagh
Christian_Democratic_People's_Party_(Hungary),Budapest
Roads_and_Transport_Authority_(Dubai),E_11_road_(United_Arab_Emirates)
TRT_Türk,Ankara
Portuguese_Securities_Market_Commission,Lisbon
Conservative_Republican_Party,Brasília
Department_of_Infrastructure_(Isle_of_Man),Isle_of_Man
Ministry_of_Social_Empowerment_and_Welfare,Battaramulla
Ministry_of_Education_and_Sports_(Uganda),Kampala
Kiwi_International_Air_Lines,"Newark,_New_Jersey"
Struggling_People's_Organization,Port-au-Prince
Sabah_People's_Co-operation_Party,Sabah
Météo-France,Toulouse
Grays_Harbor_Transit,"Hoquiam,_Washington"
Department_of_Public_Works_(Queensland),Brisbane
Nepal_Samajbadi_Party_(Lohiyabadi),Birgunj
Zee_Cinemalu,Hyderabad
South_African_Secret_Service,Pretoria
Federal_Institute_for_Population_Research,Wiesbaden
"Taipei_Economic_and_Cultural_Centre,_Lisbon,_Portugal",Portugal
The_Pirates_Center_of_Belarus,Minsk
MRT_Assembly_Channel,Republic_of_Macedonia
Super_Channel_(Canada),Edmonton
Siumut,Sermersooq
Aviastar-TU,Moscow_Oblast
Equity_and_Reconciliation_Commission,Rabat
TV8_(Mongolia),Ulaanbaatar
Democratic_Union_of_the_Rwandan_People,Kigali
Vrai_changement_pour_Montréal,De_la_Gauchetière_Street
Air_Tungaru,Kiribati
Radical_Civic_Union,Buenos_Aires
Ministry_of_Commerce_(Cambodia),Phnom_Penh
Olympic_Aviation,Athens
United_Wa_State_Party,Myanmar
Chaldean_Syriac_Assyrian_Popular_Council,Ankawa
Motherland_Party_(Turkey),Turkey
Tehreek-e-Tahaffuz-e-Pakistan,Pakistan
RFD-TV,"Omaha,_Nebraska"
NTV_PLUS,Singha_Durbar
Sony_Le_PLEX,Mumbai
News_Live,Guwahati
Aviaprad,Yekaterinburg
Lake_Central_Airlines,United_States
Falcon_Aviation_Services,United_Arab_Emirates
Australian_Centre_for_International_Agricultural_Research,Canberra
Petroleum_Safety_Authority_Norway,Stavanger
"Hong_Kong_Economic,_Trade_and_Cultural_Office_(Taiwan)",Taipei
IBC_Airways,"Fort_Lauderdale,_Florida"
Sol_Dominicana_Airlines,"La_Romana,_Dominican_Republic"
Rede_Aparecida,São_Paulo_(state)
RTP2,Porto
Ta'ang_National_Party,Shan_State
Office_of_the_Ombudsman_(Antigua_and_Barbuda),Antigua_and_Barbuda
Palestinian_Democratic_Union,State_of_Palestine
Indonesia_AirAsia,Tangerang
Montreal_and_Southern_Counties_Railway,Montreal
Texas_A&M_Engineering_Extension_Service,"College_Station,_Texas"
LTU_Austria,Austria
Tren_Urbano,"Guaynabo,_Puerto_Rico"
Labour_Party_(Morocco),Rabat
TVBN,Hong_Kong
Republican_Federation,Paris
Express_News_(Pakistan),Lahore
United_Social_Democratic_Party,Bissau
Skyjet_Airlines,Kampala
The_Community_Group_(London_Borough_of_Hounslow),Isleworth
Southeast_Airlines,"Largo,_Florida"
New_York_City_Department_of_Parks_and_Recreation,New_York_City
"Norwegian_Archive,_Library_and_Museum_Authority",Norway
UNITA,Angola
Democratic_Socialist_Coalition,Cuba
El-Ghad_Party,Egypt
Northern_Thunderbird_Air,Canada
LUKoil-Avia,Moscow
Know_Nothing,New_York_City
BMI_Regional,East_Midlands_Airport
Egyptian_Financial_Supervisory_Authority,Cairo
"Kansas_Department_of_Wildlife,_Parks_and_Tourism",Kansas
SS-Totenkopfverbände,Oranienburg
Asian_Wings_Airways,Myanmar
New_Progressive_Party_(South_Korea),Seoul
Convergence_for_Social_Democracy_(Equatorial_Guinea),Equatorial_Guinea
Internal_Security_Organisation,Kampala
Welfare_Party,Turkey
Malaysia–Singapore_Airlines,Singapore
Sierra_Leone_People's_Party,Freetown
German_Center_for_Neurodegenerative_Diseases,Bonn
Hats_(party),Stockholm
Kaltim_Airlines,Samarinda_International_Airport
Discovery_Kids_(Canada),Toronto
Somali_Airlines,Mogadishu
PMTair,Cambodia
Channel_10_(India),Kolkata
Croatian_Bureau_of_Statistics,Zagreb
Office_québécois_de_la_langue_française,Montreal
German_Chancellery,Berlin
Federal_Office_for_the_Protection_of_the_Constitution_and_Counterterrorism,Vienna
All-Russia_People's_Front,Moscow
National_Weather_Service,"Silver_Spring,_Maryland"
South_African_Revenue_Service,South_Africa
Comedy_Central_(Asia),Singapore
Marxist–Leninist_Party_of_Germany,Gelsenkirchen
New_Black_Liberation_Militia,Georgia_(U.S._state)
Lynx_Air_International,United_States
Romanian_Socialist_Party_(1992–2015),Bucharest
Socialist_Party_(Australia),Melbourne
Moral_Vanguard_of_the_Fatherland,Panama
Socialist_Party_of_Aotearoa,"Lyttelton,_New_Zealand"
Office_of_the_President_of_Myanmar,Naypyidaw
Inuit_Ataqatigiit,Sermersooq
WeatherNation_TV,Colorado
Federal_Office_of_Economics_and_Export_Control,Eschborn
Naša_TV,Republic_of_Macedonia
External_Security_Organisation,Kampala
Gospel_Music_Network,"Albuquerque,_New_Mexico"
Aviacon_Zitotrans,Russia
XL_Airways_France,Seine-Saint-Denis
Avialeasing,Uzbekistan
Ministry_of_Culture_(Lebanon),Beirut
United_People's_Party_(Poland),Warsaw
The_Cult_Movie_Network,Edmonton
Metrolink_(California),MTA_Building
TV_Johor,Malaysia
Catalan_Liberation_Front,Barcelona
Administrative_Department_of_the_Presidency_of_the_Republic_(Colombia),Colombia
Air_Nicaragua,Managua
Norwegian_Universities_and_Colleges_Admission_Service,Oslo
CatholicTV,Massachusetts
Trans_Executive_Airlines,United_States
Bangladesh_Krishak_Sramik_Awami_League,Bangladesh
British_Regional_Airlines,Manchester_Airport
DetikCom,Jakarta
ZeeQ,Greater_Noida
Alliance_for_the_Republic_(Senegal),Senegal
The_Pet_Network,Toronto
Kanal_2,Tallinn
Tren_Urbano,Puerto_Rico
Kenna_Partners,Nigeria
N24_(Germany),Germany
Sony_MAX,Maharashtra
WestJet,Calgary
Sierra_National_Airlines,Sierra_Leone
Tanzania_Airports_Authority,Julius_Nyerere_International_Airport
Republican_Party_of_Havana,Havana
Ministry_of_Agrarian_Development_(Brazil),Federal_District_(Brazil)
Croatian_Civic_Party,Croatia
Haryana_Urban_Development_Authority,Panchkula
Newfoundland_People's_Party,"St._John's,_Newfoundland_and_Labrador"
Abia_State_Ministry_of_Health,Nigeria
Motherland_Party_(Azerbaijan),Baku
Agni_Air,Kathmandu
Frostating_Court_of_Appeal,Trondheim
Embassy_of_the_Republic_of_China_to_the_Holy_See,Italy
Partido_Auténtico,Havana
Sport-1_(Russia),Russia
European_Action_Movement,Moldova
Ujjain_Development_Authority,Madhya_Pradesh
News_12_New_Jersey,"Edison,_New_Jersey"
New_York_State_Department_of_Motor_Vehicles,"Albany,_New_York"
Iran_Post,Tehran
Georgian_Dream,Georgia_(country)
SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha,Brazil
AirAsia_X,Selangor
Somali_Postal_Service,Mogadishu
EgyptAir,Cairo
Freshfields_Bruckhaus_Deringer,Fleet_Street
Adithya_TV,Tamil_Nadu
Citizens_of_the_Czech_Republic,Prague
FlyMe,Gothenburg
Jet2.com,West_Yorkshire
National_Archives_of_Trinidad_and_Tobago,Port_of_Spain
Christian_Democratic_National_Peasants'_Party,Bucharest
Fly_Lappeenranta,Finland
Chin_National_Party,Myanmar
Office_of_Labor-Management_Standards,"Washington,_D.C."
Plaza_Servicios_Aéreos,Spain
Eagle_Atlantic_Airlines,Ghana
Transeuropean_Airlines,Russia
Together_for_Change,Podgorica
Egyptian_Citizen_Party,Cairo
FX_(Asia),Hong_Kong
Metropolitan_Water_District_of_Southern_California,Los_Angeles
Republican_Fascist_Party,Italian_Social_Republic
Communist_Party_of_Benin,Porto-Novo
Channel_24_(Bangladesh),Bangladesh
New_Communist_Party_of_Britain,London
Freedom_Front_Plus,Gauteng
Revolutionary_Left_(France),Rouen
Phoenix_Air,Georgia_(U.S._state)
Democratic_Party_of_Côte_d'Ivoire_–_African_Democratic_Rally,Abidjan
Swedish_Coast_Guard,Karlskrona
Manx_Airlines,Isle_of_Man_Airport
BNT_World,Sofia
Alberta_Liberal_Party,Edmonton
Eritrean_Postal_Service,Asmara
Georgian_Intelligence_Service,Georgia_(country)
Ashorne_Hall_Railway,Warwick
Ministry_of_Crimean_Affairs,Moscow
Banner_&_Witcoff,Chicago
Party_of_Popular_Representation,Brasília
BBC_News_(TV_channel),BBC_Television_Centre
MGM_HD,Poland
German_Social_Union_(East_Germany),Treuen
Aéreo_Calafia,Mexico
MTV_Europe,Serbia
African_Express_Airways,Nairobi
Zee_Africa,India
Left_Party_(Sweden),Stockholm
Cameroon_Airlines,Cameroon
Filair,Democratic_Republic_of_the_Congo
Fox_News,1211_Avenue_of_the_Americas
NDR_Fernsehen,Hamburg
New_Central_Airservice,"Ryūgasaki,_Ibaraki"
ATN_B4U_Music,"Markham,_Ontario"
Metrolink_(California),Los_Angeles
Grand_Alliance_(Bangladesh),Dhaka
ALS_–_Aircraft_Leasing_Services,Nairobi
Constitution_Party_(United_States)_federal_candidates_in_2010,"Lancaster,_Pennsylvania"
Great_North_of_Scotland_Railway,Aberdeen
Grassroots_Democracy_Party,Phnom_Penh
California_Department_of_Parks_and_Recreation,"Sacramento,_California"
Norcanair,Saskatoon
Party_for_Socialism_and_Liberation,San_Francisco
Air_Anatolia,Istanbul
UM_Airlines,Ukraine
Nonpartisan_Bloc_for_Support_of_Reforms,Warsaw
Phoenix_InfoNews_Channel,Hong_Kong
Airship_Ventures,"Mountain_View,_California"
National_Civil_Aviation_Administration,Argentina
Monarchist_Party,Sverdlovsk_Oblast
Africa_World_Airlines,Greater_Accra_Region
Teddy_Air,Skien
New_Serb_Democracy,Podgorica
MASkargo,Malaysia
Jun_He_Law_Offices,China
Osaka_Restoration_Association,Osaka_Prefecture
Fayette_County_Housing_Authority,"Uniontown,_Pennsylvania"
British_National_Party,Cumbria
Adhyatma_TV,India
Emirates_Investment_Authority,Abu_Dhabi
Yugoslav_Muslim_Organization,Sarajevo
Communist_Party_(Serbia),Belgrade
"Ministry_of_Presidency,_Civil_Service_and_Justice",Santiago_de_Compostela
Nok_Air,Sathon_District
Kachin_State_National_Congress_for_Democracy,Myanmar
Socialist_Party_(England_and_Wales),United_Kingdom
Ministry_of_Communications_and_Information_Technology_(India),New_Delhi
MBC+_Drama,United_Arab_Emirates
Sama_TV,Damascus
Pickens_Railway,"Cornelia,_Georgia"
Zee_Nepal,Kathmandu
Broad_Front_(Uruguay),Uruguay
Transaero,Russia
Australian_Labor_Party_(South_Australian_Branch),Adelaide_city_centre
Union_for_Homeland,Misrata
Mexicana_Cargo,Mexico_City
XiamenAir,Xiamen
Military_Service_for_Security_and_Intelligence,Skopje
Ministry_of_Religious_Affairs_(Myanmar),Naypyidaw
DR2,Copenhagen
Rodina_(political_party),Russia
Caspian_Airlines,Tehran
League_of_Communists_of_Yugoslavia,Ušće_Tower
Civil_Aviation_Caretaker_Authority_for_Somalia,Mogadishu
Organization_of_Women's_Freedom_in_Iraq,Iraq
Toronto_Transit_Commission,William_McBrien_Building
Ethiopian_Democratic_Party,Addis_Ababa
Egypt_2000_Party,Egypt
Zee_Bangla,West_Bengal
Bek_Air,Kazakhstan
Department_of_Home_Affairs_(1928–32),Canberra
Utah_Department_of_Environmental_Quality,Salt_Lake_City
United_Kingdom_Hydrographic_Office,Taunton
Michigan_Republican_Party,"Lansing,_Michigan"
Government_Communications_Headquarters,Cheltenham
Department_of_Sustainability_and_Environment,"East_Melbourne,_Victoria"
India_Now,Mumbai
Iqbal_Academy_Pakistan,Lahore
Lang_Michener,Toronto
Lionair,Sri_Lanka
Bureau_of_Labor_Statistics,"Washington,_D.C."
Czech_Connect_Airlines,Czech_Republic
Pan_African_Airlines,Nigeria
Africa's_Connection_STP,São_Tomé
Minoan_Air,Greece
Egyptian_Patriotic_Movement,Egypt
INSP_(TV_network),South_Carolina
Jamaat-e-Islami_Pakistan,Pakistan
Cleethorpes_Coast_Light_Railway,Cleethorpes
Sunwing_Airlines,Canada
Green_Party_of_Canada,Ottawa
Administrative_Department_of_Public_Service_(Colombia),Colombia
Tasmanian_Main_Line_Company,Tasmania
New_York_City_Department_of_Health_and_Mental_Hygiene,New_York_City
Hughes_Airwest,San_Francisco_International_Airport
Centro_de_Restauración_de_Bienes_Muebles,Guatemala_City
Aeropostal_Alas_de_Venezuela,Venezuela
Union_for_the_New_Republic,Paris
General_Authority_of_Civil_Aviation,Riyadh
Berwin_Leighton_Paisner,United_Kingdom
Social_Renewal_Party_(Angola),Angola
FBC_TV,Suva
Telangana_State_Tourism_Development_Corporation,India
Jordanian_Democratic_Popular_Unity_Party,Jordan
Vietnam_Fisheries_Resources_Surveillance,Hanoi
Shop_TV,Mandaluyong
Zveno,Bulgaria
Department_of_Premier_and_Cabinet_(New_South_Wales),Sydney
Réseau_des_sports,Montreal
New_Liberals,Hamburg
9Live,Germany
Aerolift,Johannesburg
Air_Excel,Arusha
Transmeridian_Air_Cargo,Liverpool
National_Democratic_Party_of_Tibet,India
Ministry_of_Communications_(Pakistan),Islamabad_Capital_Territory
Hungarian_Hope_Movement,Subotica
Magenta_Air,Peru
United_States_Department_of_the_Interior,Main_Interior_Building
AXS_TV,Dallas
Luftfahrtgesellschaft_Walter,Dortmund
LATAM_Cargo_Colombia,Bogotá
Shangri-La_Air,Nepal
Nakanihon_Air_Service,Japan
Star_Gold_Romance,Noida
Rossair_(Australia),Adelaide
DR1,Copenhagen
MTV_Hits_Latin_America,"Miami_Beach,_Florida"
DDishTV,Mongolia
Democratic_Liberal_Party_of_Armenia,Yerevan
South_Indian_Railway_Company,London
Quadro-Aero,Bishkek
W9_(TV_channel),Neuilly-sur-Seine
English_Democrats,Chipping_Ongar
Westward_Airways_(Nebraska),"Scottsbluff,_Nebraska"
Department_of_Family_and_Community_Services_(Australia),Canberra
Air_Vietnam,Ho_Chi_Minh_City
People's_Party_(Poland),Warsaw
Conservative_Party_(Nicaragua),Managua
"Gibson,_Dunn_&_Crutcher",Wells_Fargo_Center_(Los_Angeles)
Communist_Party_of_China,Beijing
Al_Wafeer_Air,Saudi_Arabia
OLT_Express,Warsaw
MNB_(TV_channel),Ulaanbaatar
Democratic_Peasants'_Party_(Bukovina),Austria-Hungary
Tempair_International_Airlines,"Windsor,_Berkshire"
Citizens_(Spanish_political_party),Barcelona
British_Muslim_TV,Wakefield
Aurora_Airlines,Slovenia
Iranian_Space_Agency,Qom
Addounia_TV,Damascus
Aigle_Azur,Paris
TV_Boliviana,Bolivia
Tavini_Huiraatira,French_Polynesia
ET_Now,Mumbai
Polimer_Kannada,Tamil_Nadu
Covenant_Party_(Northern_Mariana_Islands),Northern_Mariana_Islands
Driver_and_Vehicle_Licensing_Agency,Swansea
As_Salaam_Air,Zanzibar
Ministry_of_Finance_(Egypt),Nasr_City
Cooper_Grace_Ward_Lawyers,Australia
National_Salvation_Front_in_Syria,United_States
Channel_21_(Germany),Hanover
Communist_Party_of_Abkhazia,Sukhumi
Confederate_States_Department_of_the_Navy,"Richmond,_Virginia"
Communist_Party_of_Spain_(Marxist–Leninist),Madrid
K3_(television),Sant_Joan_Despí
Australian_Public_Service_Commission,Australian_Capital_Territory
Central_Security_Service,Maryland
U-Land_Airlines,Taipei
Liberal_Democratic_Party_(Bosnia_and_Herzegovina),Sarajevo
National_Museum_of_the_Philippines,Ermita
Zee_Talkies,India
Fox_Sports_Asia,Kowloon_City_District
Cartoon_Network_(Latin_America),Venezuela
Brit_Air,Morlaix
Zee_Purvaiya,Noida
National_Socialist_Front,Karlskrona
Hageland_Aviation_Services,Alaska
TBS_(Latin_American_TV_channel),Argentina
Justice_and_Development_Party_(Morocco),Rabat
Tualatin_Hills_Park_&_Recreation_District,"Beaverton,_Oregon"
Tristar_Air,Cairo
Royal_Swazi_National_Airways,Mbabane
Vice_News,New_York_City
National_Administrative_Department_of_Statistics_(Colombia),Colombia
Mongolian_and_Tibetan_Affairs_Commission,Zhongzheng_District
Mack_Air,"Maun,_Botswana"
Interlink_Airlines,South_Africa
Transportes_Charter_do_Brasil,São_Paulo
Kuwait_Chamber_of_Commerce_and_Industry,Kuwait_City
Movies_OK,India
Klamath_Northern_Railway,"Gilchrist,_Oregon"
Institute_for_Quantum_Optics_and_Quantum_Information,Vienna
Nordavia,Arkhangelsk
United_Centre,Kiev
National_Science_and_Technology_Center_for_Disaster_Reduction,Xindian_District
Post_Ekspres_Prima,Jakarta
New_Mexico_Environment_Department,"Santa_Fe,_New_Mexico"
Royal_Wings,Amman
Slovak_Government_Flying_Service,Slovakia
Heliservices,Hong_Kong
Liberal_Party_(Hong_Kong),Hennessy_Road
Australian_Security_Intelligence_Organisation,Australian_Capital_Territory
Ozark_Air_Lines,"St._Louis_County,_Missouri"
NSW_Public_Works,"Haymarket,_New_South_Wales"
SAM_Colombia,Colombia
Pennsylvania_Department_of_Environmental_Protection,Pennsylvania
Andes_Líneas_Aéreas,Salta
Mandarin_Airlines,Taipei
Arkaim_(airline),Russia
Caribintair,Port-au-Prince
MinterEllison,Sydney
Elections_Canada,Gatineau
Cooking_Channel,United_States
Efly,Malta
Disney_XD,California
Nordeste_Linhas_Aéreas_Regionais,Rio_de_Janeiro
Department_of_the_Northern_Territory_(1975–78),"Darwin,_Northern_Territory"
National_Movement_for_the_Development_of_Society,Niamey
New_Democracy_(Greece),Moschato
Superintendency_of_Industry_and_Commerce,Colombia
Ministry_of_Health_(Zambia),Lusaka
Hoosier_Heritage_Port_Authority,"Noblesville,_Indiana"
MAT_Airways,Republic_of_Macedonia
Air_Dolomiti,Villafranca_di_Verona
Reconciliation_and_Liberation_Bloc,Iraq
Lega_Nord,Milan
Audit_Bureau_of_Jordan,Amman
Syrian_Democratic_Turkmen_Movement,Turkey
Kaltim_Airlines,Samarinda
Taiwan_Sugar_Research_Institute,Tainan
Liberal_Party_(Israel),Israel
GIGA_Television,Düsseldorf
STAR_One,India
Sportsman_Channel,Wisconsin
North_Oil_Company,Kirkuk
Kuwait_National_Petroleum_Company,"Al_Ahmadi,_Kuwait"
Eurosport_1,France
Department_of_Information_and_Communications_Technology_(Philippines),Quezon_City
Abb_Takk_News,Karachi
Reelz,"Albuquerque,_New_Mexico"
National_Constitution_Party,Lands_of_the_Crown_of_Saint_Stephen
Viceland,Canada
RTL_4,Hilversum
Movies_OK,Maharashtra
MRT_3_(TV_channel),Skopje
