Lawrence_Saint,Rachel_Saint
"Maurice_Roche,_4th_Baron_Fermoy",Frances_Shand_Kydd
Warren_Buffett,Susan_Alice_Buffett
Juba_I_of_Numidia,Juba_II
Feʻao_Vunipola,Mako_Vunipola
Aleksandr_Vinogradov_(writer),Sergei_Vinogradov_(journalist)
Isadore_Rush,Florence_Reed
Recep_Tayyip_Erdoğan,Bilal_Erdoğan
Hezekiah_William_Foote,Huger_Lee_Foote
"Henry_Dundas,_1st_Viscount_Melville","Robert_Dundas,_2nd_Viscount_Melville"
Carl_Mayer_von_Rothschild,Mayer_Carl_von_Rothschild
Rahat_Kazmi,Ali_Kazmi
William_Howard_Taft,Charles_Phelps_Taft_II
Emil_Walter,Emil_J._Walter
Stewart_McKinney_(politician),John_P._McKinney
Anant_Jog,Kshitee_Jog
Jack_Quinn_(politician),Jack_Quinn_III
Joseph_Chamberlain,Austen_Chamberlain
Neville_Neville,Tracey_Neville
Henry_Ephron,Hallie_Ephron
Henry_Jarecki,Andrew_Jarecki
Jürgen_Kuczynski,Thomas_Kuczynski
Alexander_Genis,Daniel_Genis
Wieland_Wagner,Nike_Wagner
Lynn_Schusterman,Stacy_H._Schusterman
Morgan_Freeman,Alfonso_Freeman
"Luisa_Isabel_Álvarez_de_Toledo,_21st_Duchess_of_Medina_Sidonia","Leoncio_Alonso_González_de_Gregorio,_22nd_Duke_of_Medina_Sidonia"
William_Matson,Lurline_Matson_Roth
Ray_Groom,Matthew_Groom
Katherine_Kessey,Jamie_Treacher
Doris_Boyd,David_Boyd_(artist)
Charles_Dickens,Walter_Landor_Dickens
Salmaan_Taseer,Aatish_Taseer
John_Young_(Hawaii),James_Kānehoa
Gloria_Guinness,Dolores_Guinness
David_Monro,Charles_Monro_(rugby_union)
William_Rockefeller,William_Goodsell_Rockefeller
William_J._Bell,Lauralee_Bell
Kirill_Razumovski,Elizabeth_of_Russia
Edwin_Hatch,Beatrice_Hatch
Cain_and_Abel,Enoch_(son_of_Cain)
Colin_Vaughan,Adam_Vaughan
Bhabananda_Deka,Jim_Ankan_Deka
John_Glenister,Robert_Glenister
Eleanor_Roosevelt,John_Aspinwall_Roosevelt
B'alaj_Chan_K'awiil,Itzamnaaj_B'alam
Samuel_Taylor_Coleridge,Derwent_Coleridge
Julius_Caesar,Augustus
George_Bryson_Sr.,George_Bryson_Jr.
Bill_Henrickson,Ben_Henrickson
Tiko_Campbell,Maia_Campbell
Red_Forman,Eric_Forman
Ralph_Keeler,John_Keeler
Zachary_Taylor,Sarah_Knox_Taylor
Balaji_Baji_Rao,Vishwasrao
Bill_Hudson_(singer),Kate_Hudson
James_E._Bolin,Bruce_M._Bolin
Carl_Mayer_von_Rothschild,Wilhelm_Carl_von_Rothschild
Lord_Randolph_Churchill,John_Strange_Spencer-Churchill
Henry_Morgenthau_Jr.,Henry_Morgenthau_III
Shatrughan_Sinha,Sonakshi_Sinha
John_Seward_Johnson_I,Jamie_Johnson_(filmmaker)
Bing_Crosby,Lindsay_Crosby
"Caroline_Fox,_1st_Baroness_Holland","Stephen_Fox,_2nd_Baron_Holland"
Mohammed_Burhanuddin,Mufaddal_Saifuddin
Lisa_Hoffman,Jake_Hoffman
Salvador_Allende,Beatriz_Allende
Kirsten_Cohen,Jimmy_Cooper_(The_O.C.)
Lillian_Bostwick_Phipps,Lilly_Pulitzer
Arthur_Merric_Boyd,Martin_Boyd
Henry_Fok,Timothy_Fok
Bibliography_of_Thomas_Jefferson,Mary_Jefferson_Eppes
Joseph_Sargent,Lia_Sargent
Robert_Pritzker,Karen_Pritzker
Lucy_Hayes,Webb_Hayes
Martin_Luther_King_Jr.,Martin_Luther_King_III
John_Donelson,Rachel_Jackson
Vinod_Khanna,Rahul_Khanna
Sidney_Janis,Conrad_Janis
Dwight_Baldwin_(missionary),Henry_Perrine_Baldwin
Julius_Caesar,Caesarion
Sal_Rocca,Tory_Rocca
Floyd_Chalmers,Joan_Chalmers
Inés_Mendoza,Victoria_Muñoz_Mendoza
Serafin_Baroja,Carmen_Baroja
Sajida_Talfah,Rana_Hussein
John_S._D._Tory,James_Marshall_Tory
Barbara_Davis,John_Davis_(producer)
Ben_Horne,Audrey_Horne
Monte_Westmore,Michael_Westmore
Hosni_Mubarak,Alaa_Mubarak
Lex_de_Azevedo,Rachel_Coleman
Don_Gaetz,Matt_Gaetz
Alison_Snowden,Lily_Snowden-Fine
Huang_Jing,Yu_Zhengsheng
B._V._Nimbkar,Nandini_Nimbkar
Dave_Roberts_(broadcaster),David_Boreanaz
William_Cortenus_Schenck,Robert_C._Schenck
Barbara_Siggers_Franklin,Carolyn_Franklin
Jessie_Harlan_Lincoln,Robert_Todd_Lincoln_Beckwith
John_Cassavetes,Nick_Cassavetes
"Albert_Buckman_Wharton,_Jr.",Albert_Buckman_Wharton_III
John_Kee,James_Kee
"Frederick_Calvert,_6th_Baron_Baltimore",Henry_Harford
Cheng_Shewo,Cheng_Youshu
Leopold_de_Rothschild,Anthony_Gustav_de_Rothschild
Hildebrand_Gurlitt,Cornelius_Gurlitt_(art_collector)
Charles_M._Poston,Bryan_A._Poston
Marjie_Lawrence,Sarah_Greene
Angelo_Rizzoli,Andrea_Rizzoli
Rose_McConnell_Long,Russell_B._Long
George_Hearst,William_Randolph_Hearst
Yuri_Mamin,Katerina_Ksenyeva
Rick_Grimes,Carl_Grimes
Zulfiqar_Mirza,Hasnain_Mirza
John_Theodore_Merz,Charles_Hesterman_Merz
Maria_Rozanova,Iegor_Gran
Leonard_Lewisohn_(philanthropist),Alice_Lewisohn
Salvador_Allende,Isabel_Allende_(politician)
Roger_Sherman_Baldwin,Simeon_Eben_Baldwin
Alexander_Tom_Cussons,Leslie_Cussons
Minnie_Lichtenstein_Marcus,Stanley_Marcus
Sarah_Bezra_Nicol,Emma_Nicol
Léonie_Gilmour,Isamu_Noguchi
J._R._R._Tolkien,Christopher_Tolkien
Henry_Lamb,Valentine_Lamb
Senta_Berger,Simon_Verhoeven
Coleridge_and_opium,Derwent_Coleridge
Josiah_Ogden_Hoffman,Ogden_Hoffman
George_J._Maloof_Sr.,George_J._Maloof_Jr.
Alfie_Byrne,Thomas_Byrne_(Dublin_politician)
Bradford_Meade,Alexis_Meade
Ole_Michael_Ludvigsen_Selberg,Henrik_Selberg
Mary_Todd_Lincoln,Tad_Lincoln
Henry_Laurens,Martha_Laurens_Ramsay
Abby_May,Louisa_May_Alcott
Sheikh_Liaquat_Hussain,Aamir_Liaquat
Louis_Tourville,Rodolphe_Tourville
Martín_De_León,Silvestre_De_León
"Lavinia_Spencer,_Countess_Spencer",Ignatius_Spencer
Thomson_Mason,Stevens_Thomson_Mason_(Virginia)
Thaddeus_Dod,Albert_Baldwin_Dod
"Michael_Grant,_12th_Baron_de_Longueuil",Rebecca_Grant_(British_actress)
Percy_Orthwein,Adolphus_Busch_Orthwein
Richard_Ng,Carl_Ng
William_Colgate,Samuel_Colgate
Freddie_Jones,Toby_Jones
Abel_Meeropol,Robert_Meeropol
I._Stanford_Jolley,Stan_Jolley
Jacqueline_Desmarais,André_Desmarais
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",Lord_Edward_Cecil
Sara_Dylan,Jakob_Dylan
Dominick_Dunne,Dominique_Dunne
Andrzej_Hławiczka,Karol_Hławiczka
Ramón_Chao,Manu_Chao
Chiang_Hsiao-yung,Demos_Chiang
Jennifer_Lash,Sophie_Fiennes
George_W._Haley,David_Haley
Connie_Stevens,Tricia_Leigh_Fisher
Anna_Gmeyner,Eva_Ibbotson
Ruth_Hussey,John_Longenecker
Malaysia_Vasudevan,Yugendran
Chester_C._Bolton,Oliver_P._Bolton
Lex_de_Azevedo,Emilie_Brown
Stephen_Gyllenhaal,Maggie_Gyllenhaal
Saddam_Hussein,Raghad_Hussein
William_E._Dodge,Charles_C._Dodge
Arthur_Ellis_Franklin,Cecil_Franklin
Sharman_Macdonald,Keira_Knightley
Ronald_Lauder,Jane_Lauder
Liudas_Jakavicius-Grimalauskas,Carla_Rigg
Jan_Stenbeck,Cristina_Stenbeck
Kevin_Newman_(politician),Campbell_Newman
Priscilla_Paetsch,Johann_Sebastian_Paetsch
Jerry_Orbach,Chris_Orbach
"Frances_Vane,_Marchioness_of_Londonderry","George_Vane-Tempest,_5th_Marquess_of_Londonderry"
Raf_Vallone,Eleonora_Vallone
Alfred_Daniel_Williams_King,Alveda_King
Margaret_Wycherly,Anthony_Veiller
Subhashini_Ali,Shaad_Ali
John_Bowman_(broadcaster),Abie_Philbin_Bowman
Noel_Gay,Richard_Armitage_(agent)
Richard_Fuisz,Joseph_Fuisz
Jules_Verne,Michel_Verne
Mahatma_Gandhi,Harilal_Gandhi
Charlie_Soong,Soong_Ching-ling
Tyler_MacDuff,Dana_MacDuff
Gina_Rinehart,John_Hancock_(Australian_businessman)
Fulton_Oursler,Will_Oursler
Jaya_Bachchan,Abhishek_Bachchan
Frank_Bacon_(actor),Lloyd_Bacon
Vassilis_C._Constantakopoulos,Christos_V._Konstantakopoulos
Ozzie_Nelson,David_Nelson_(actor)
Carl_Friedrich_Goerdeler,Reinhard_Goerdeler
Temperance_%22Bones%22_Brennan,Seeley_Booth
E._V._V._Satyanarayana,Aryan_Rajesh
Wayne_Berry,Yvette_Berry
J._I._M._Stewart,Angus_John_Mackintosh_Stewart
Thomas_J._Herbert,John_D._Herbert
Abraham_Lincoln,Tad_Lincoln
Ton_Meijer,Markus_Meijer
Maria_Franca_Fissolo,Giovanni_Ferrero
Christopher_Wordsworth_(Trinity),Charles_Wordsworth
Vittorio_Mezzogiorno,Giovanna_Mezzogiorno
William_Jarvis_(Upper_Canada_official),Samuel_Jarvis
Carl_Heinrich_Hagen,Adolf_Hermann_Hagen
Ray_Warren,Chris_Warren_(rugby_league)
Donald_P._Bellisario,Troian_Bellisario
Ma_Qi,Ma_Bufang
Erik_Bergman_(Lutheran_minister),Ingmar_Bergman
Francis_A._Nixon,Richard_Nixon
Charles_Thomas_Brock_Sangster,Jack_Sangster
Rufus_T._Bush,Irving_T._Bush
Clive_James,Claerwen_James
Karpal_Singh,Gobind_Singh_Deo
Dominick_Dunne,Griffin_Dunne
Josephine_Wayne,Patrick_Wayne
"Max_Factor,_Sr.","Max_Factor,_Jr."
Luis_Muñoz_Rivera,Luis_Muñoz_Marín
Rudyard_Kipling,John_Kipling
Reuben_H._Walworth,Clarence_A._Walworth
Pankaj_Dheer,Nikitin_Dheer
Frank_Crean,David_Crean
Marina_Berti,Marina_Giordana
Joe_Yule,Mickey_Rooney
E._V._V._Satyanarayana,Allari_Naresh
Silvio_Berlusconi,Pier_Silvio_Berlusconi
Doğu_Perinçek,Mehmet_Perinçek
John_R._Neal,"John_Randolph_Neal,_Jr."
Taylor_W._O'Hearn,Paul_A._Kennon
José_Eduardo_dos_Santos,Isabel_dos_Santos
"Katherine_Villiers,_Duchess_of_Buckingham","George_Villiers,_2nd_Duke_of_Buckingham"
A._Linwood_Holton_Jr.,Anne_Holton
William_Bligh,Mary_Putland
Enzo_Ferrari,Alfredo_Ferrari
N._F._S._Grundtvig,Svend_Grundtvig
John_Baker_White_(Virginia),Robert_White_(attorney_general)
Linda_Carroll,Courtney_Love
Mansour_bin_Zayed_Al_Nahyan,Hamdan_bin_Zayed_bin_Sultan_Al_Nahyan
Nicholas_Easton,John_Easton
"Frederick_Hervey,_1st_Marquess_of_Bristol","Frederick_Hervey,_2nd_Marquess_of_Bristol"
Diahnne_Abbott,Drena_De_Niro
Jacob_Johnson_(father_of_Andrew_Johnson),Andrew_Johnson
Frances_Fisher,Francesca_Eastwood
Barbara_Henrickson,Margene_Heffman
Frank_Packer,Clyde_Packer
Tony_Richardson,Joely_Richardson
Nicholas_Porter_Earp,James_Earp
Henry_Miller_(actor),Gilbert_Miller
Margaret_Webb_Dreyer,Thorne_Webb_Dreyer
Peter_Watts_(road_manager),Ben_Watts
Alain_Elkann,Ginevra_Elkann
William_Huntington_(Mormon),Zina_D._H._Young
Wan_Azizah_Wan_Ismail,Nurul_Izzah_Anwar
Ryutaro_Hashimoto,Gaku_Hashimoto
Leonard_Bacon,George_B._Bacon
Charles_Edward_Bandaranaike_Corea,Victor_Corea
Mayer_Amschel_Rothschild,Nathan_Mayer_Rothschild
Michael_Bloomberg,Georgina_Bloomberg
John_Parke_Custis,Martha_Parke_Custis_Peter
Yang_Kaihui,Mao_Anqing
Martha_Jefferson_Randolph,George_W._Randolph
Charles_Scribner_I,Charles_Scribner_II
Philip_Danforth_Armour,J._Ogden_Armour
Mariano_Fuentebella,Felix_Fuentebella
Ned_Stark,Arya_Stark
Lakshmi_Mittal,Aditya_Mittal
Rasul_Rza,Anar_Rzayev
John_Thomson_Mason_(1787–1850),Armistead_Thomson_Mason
Maneka_Gandhi,Varun_Gandhi
Tom_McVeigh,John_McVeigh_(politician)
Francisco_José_Urrutia_Holguín,Miguel_Urrutia_Montoya
Frances_Ford_Seymour,Jane_Fonda
Jack_Kemp,Jimmy_Kemp
Margaret_Lea_Houston,Andrew_Jackson_Houston
William_Rice_(Methodist_minister),William_North_Rice
James_Otis_Sr.,Mercy_Otis_Warren
John_Landis,Max_Landis
Louis_Malle,Alexandra_Stewart
Rohese_de_Clare,Gilbert_fitzBaderon
Ted_Corday,Ken_Corday
Bob_Marley,Rohan_Marley
Simon_Larned,Charles_Larned
Robert_Gray_(bishop_of_Bristol),Robert_Gray_(bishop_of_Cape_Town)
Samuel_A._Eliot_(minister),"Samuel_Atkins_Eliot,_Jr."
Nicolae_Ceaușescu,Valentin_Ceaușescu
Athina_Livanos,Christina_Onassis
Bob_McCaslin_Sr.,Bob_McCaslin_Jr.
Padoh_Mahn_Sha_Lah_Phan,Nant_Bwa_Bwa_Phan
Frank_Bestow_Wiborg,Mary_Hoyt_Wiborg
Michio_Watanabe,Yoshimi_Watanabe
Vijayakumar_(actor),Arun_Vijay
Norris_Wright_Cuney,Maud_Cuney_Hare
Joe_Ricketts,Thomas_S._Ricketts
M._R._Radha,Radha_Ravi
Ole_Michael_Ludvigsen_Selberg,Atle_Selberg
Hubba_bint_Hulail,Abd_Manaf_ibn_Qusai
Abigail_Adams,Charles_Adams_(1770–1800)
Jack_Nicholas_Pritzker,Nicholas_J._Pritzker
Robert_Hastings_Hunkins,Benjamin_Hunkins
Senzangakhona_kaJama,Dingane_kaSenzangakhona
Christopher_Mitchum,Bentley_Mitchum
Talia_Shire,Robert_Coppola_Schwartzman
David_Dimbleby,Kate_Dimbleby
Bill_Clinton,Chelsea_Clinton
Anthony_Minghella,Max_Minghella
Walter_Freud,"David_Freud,_Baron_Freud"
Saraswathi_Gora,Chennupati_Vidya
Christopher_Comstock,Samuel_Comstock
Nabaneeta_Dev_Sen,Antara_Dev_Sen
Larry_J._Hopkins,Josh_Hopkins
Randolph_Churchill,Winston_Churchill_(1940–2010)
William_Smith_(Ordnance),James_Webber_Smith
Abraham_Lincoln,William_Wallace_Lincoln
Carole_Middleton,James_William_Middleton
Constantin_Tănase_(journalist),Alexandru_Tănase
Patrick_S._Casserly,Eugene_Casserly
Chester_McNulty,Clifford_McNulty
"John_Pitcairn,_Jr.",Theodore_Pitcairn
Jacques_Chirac,Claude_Chirac
Alasdair_Milne,Kirsty_Milne
Henry_Arnold_Cumberbatch,Henry_Carlton_Cumberbatch
Henry_S._Thibodaux,Bannon_Goforth_Thibodeaux
Dillon_Bell,Arthur_Bell_(engineer)
Drusilla_Beyfus,Nicola_Shulman
Horst_Buchholz,Christopher_Buchholz
Elizabeth_Wolley,Francis_Wolley
Edmund_Reggie,Victoria_Reggie_Kennedy
Luis_Eduardo_Moreno,Alexandra_Moreno_Piraquive
Benson_Leavitt,Emily_Wilder_Leavitt
"William_Paget,_1st_Baron_Paget",Charles_Paget_(conspirator)
Barry_Hearn,Eddie_Hearn
Khadija_bint_Khuwaylid,Umm_Kulthum_bint_Muhammad
Ratanji_Dadabhoy_Tata,J._R._D._Tata
Marcus_Goldman,Samuel_Sachs
Esmond_Wickremesinghe,Ranil_Wickremesinghe
Rahah_Noah,Najib_Razak
Howard_Hawks,Kitty_Hawks
Julia_Grant,Jesse_Root_Grant
Mikołaj_%22the_Black%22_Radziwiłł,Jerzy_Radziwiłł_(1556–1600)
Mark_Twain,Jean_Clemens
William_Lansing_Gleason,William_Henry_Gleason
Nigel_Lawson,Nigella_Lawson
Ingrid_Bergman,Isabella_Rossellini
Montgomery_Schuyler,Robert_Livingston_Schuyler
"Sir_Charles_Tennant,_1st_Baronet",Harold_Tennant
Harry_Morgan_(Dexter),Dexter_Morgan
"Michael_Grant,_12th_Baron_de_Longueuil",Rachel_Grant
Charles_Gaines,Shelby_Gaines
Coretta_Scott_King,Yolanda_King
A._Bhimsingh,B._Lenin
Howard_Edward_Butt_Sr.,Charles_Butt
Hovhannes_Avetisyan,Andranik_Avetisyan
John_Breckinridge_(U.S._Attorney_General),Cabell_Breckinridge
"Gerald_Legge,_9th_Earl_of_Dartmouth","William_Legge,_10th_Earl_of_Dartmouth"
Nick_Begich,Mark_Begich
Hulk_Hogan,Brooke_Hogan
Ralph_Norman_Bauer,Carl_W._Bauer
Myrtle_Anagnostou,Antigoni_Douka
Nathaniel_Hawthorne,Mother_Mary_Alphonsa
Gülçiçek_Hatun,Bayezid_I
Nadira_Babbar,Prateik_Babbar
Sarama_(Ramayana),Trijata
Lenny_Waronker,Anna_Waronker
April_Margera,Jess_Margera
Samuel_Northrup_Castle,William_Richards_Castle
Valgerður_Gunnarsdóttir,Örlygur_Hnefill_Örlygsson
G._B._Samuelson,Sydney_Samuelson
Britt_Ekland,Victoria_Sellers
Don_Svaty,Joshua_Svaty
Padoh_Mahn_Sha_Lah_Phan,Zoya_Phan
Alma_Powell,Michael_Powell_(lobbyist)
Jennifer_Lash,Ralph_Fiennes
George_Estregan,Gary_Estrada
José_Rivera_Díaz,Thomas_Rivera_Schatz
John_Williams,Joseph_Williams_(musician)
Carole_King,Louise_Goffin
"Charles_W._Engelhard,_Jr.",Sally_E._Pingree
Salwa_Al_Katrib,Aline_Lahoud
Harry_Connick_Sr.,Harry_Connick_Jr.
"Joe_Howard,_Jr.",Irving_T._Bush
David_K._Wilson,Justin_P._Wilson
Ernest_Hemingway,Gregory_Hemingway
William_Richardson_Belknap,Eleanor_Silliman_Belknap_Humphrey
Waris_Mir,Hamid_Mir
Émile_Garçon,Maurice_Garçon
Nancy_Reagan,Michael_Reagan
Matthias_Sention_Sr.,Matthias_Sention_Jr.
Carey_Martin,Cody_Martin
Ferdynand_Radziwiłł,Michał_Radziwiłł_Rudy
Eugenio_Lopez_Jr.,Eugenio_Lopez_III
Robert_Crants_(CEO),"D._Robert_Crants,_III"
Srima_Dissanayake,Navin_Dissanayake
John_Dickens,Augustus_Dickens
William_Bernard_Ziff_Sr.,William_Bernard_Ziff_Jr.
Ada_Lovelace,"Anne_Blunt,_15th_Baroness_Wentworth"
Aenne_Burda,Hubert_Burda
Indira_Gandhi,Sanjay_Gandhi
Richard_Cheatham,Richard_Boone_Cheatham
Gloria_Allred,Lisa_Bloom
Nigar_Hatun,Şehzade_Korkut
John_Wentworth_(Lieutenant-Governor),Benning_Wentworth
Akbar_Hashemi_Rafsanjani,Mehdi_Hashemi_Rafsanjani
Anna_Maria_Marten,Gading_Marten
Junius_Brutus_Booth,John_Wilkes_Booth
G._Narasimhan,N._Ram
