Curtis_Grubb,"Peter_Grubb,_Jr."
Barbara_Euphan_Todd,Worzel_Gummidge
Nick_Sobotka,Ziggy_Sobotka
Thomas_R._Lamont,Barack_Obama
Ethel_Roosevelt_Derby,Quentin_Roosevelt
Francisco_de_Villagra,"García_Hurtado_de_Mendoza,_5th_Marquis_of_Cañete"
Tracy_Davis,Campbell_Newman
Sonakshi_Sinha,Luv_Sinha
Carole_Keeton_Strayhorn,Susan_Combs
Muhammad_Idrees_Khan_Safi,Nawaz_Sharif
Nelson_W._Aldrich,Henry_B._Anthony
Hashim_ibn_Abd_Manaf,Muttalib_ibn_Abd_Manaf
Alphonso_Taft,Charles_Devens
"Robert_Munro,_1st_Baron_Alness",Harold_Tennant
Lucien_E._Blackwell,James_P._O'Donnell_(Pennsylvania_politician)
Lysius_Salomon,Pierre_Théoma_Boisrond-Canal
Patricia_L._Herbold,George_W._Bush
Mengesha_Seyoum,Aida_Desta
James_P._T._Carter,Andrew_Johnson
Thomas_Benedict_(II),Samuel_Hanford
William_W._Irwin,William_Little_(Pittsburgh_mayor)
W._Allen_Pepper_Jr.,Bill_Clinton
George_Haven_Putnam,Emily_James_Smith_Putnam
George_H._W._Bush,David_K._E._Bruce
Y._S._Rajasekhara_Reddy,N._Chandrababu_Naidu
Gildo_Pastor,Jean-Baptiste_Pastor
Pauline_Bonaparte,Carlo_Buonaparte
Charles_V._Fornes,William_Randolph_Hearst
Paul_Oakenfold,Cher
Perez_Morton,James_T._Austin
Jerry_Brown,Ronald_Reagan
Jacqueline_Kennedy_Onassis,Janet_Lee_Bouvier
William_Randolph_Hearst,Phoebe_Hearst
Viktor_Orbán,Pál_Schmitt
"John_Russell,_1st_Earl_of_Bedford","John_Bourchier,_2nd_Earl_of_Bath"
S._W._R._D._Bandaranaike,Elizabeth_II
Peter_Allgeier,Barack_Obama
Louis_Robichaud,Hugh_John_Flemming
Robert_Durst,Seymour_Durst
Gurudas_Kamat,Priya_Dutt
David_D._Newsom,Jimmy_Carter
Fernando_Osorio,Cristian_Castro
João_Pinheiro_Chagas,Álvaro_de_Castro
James_Scudamore_(courtier),John_Scudamore_(courtier)
Jim_Keltner,John_Lennon
Fuad_Char,Virgilio_Barco_Vargas
Perry_Richardson_Bass,Hyatt_Bass
Henry_Cabot_Lodge,William_Borah
Kristian_Lundin,Britney_Spears
Rita_Bennett,Debra_Morgan
Pat_Flaherty_(politician),Laurie_Ferguson
"Edward_Smith-Stanley,_14th_Earl_of_Derby","George_Hamilton-Gordon,_4th_Earl_of_Aberdeen"
John_Peel_(Tamworth_MP),"Sir_Robert_Peel,_3rd_Baronet"
Indira_Gandhi,Gulzarilal_Nanda
Chrystia_Freeland,Justin_Trudeau
John_Davis_(Massachusetts_governor),Jonas_Sibley
David_H._Shinn,Bill_Clinton
Joseph_P._Kennedy_Sr.,Robert_Worth_Bingham
Edgar_Ritchie,Pierre_Trudeau
Murray_Weidenbaum,Ronald_Reagan
Keith_Sebelius,Pat_Roberts
Helen_W._Gillmor,Bill_Clinton
Rosmah_Mansor,Abdul_Halim_of_Kedah
Ehud_Olmert,Shimon_Peres
Bill_Henrickson,Margene_Heffman
Abby_Jimenez,Ramon_T._Jimenez
George_H._W._Bush,David_K._E._Bruce
"Matilda_of_Chester,_Countess_of_Huntingdon","Hugh_de_Kevelioc,_5th_Earl_of_Chester"
"George_Hamilton-Gordon,_5th_Earl_of_Aberdeen","George_Hamilton-Gordon,_4th_Earl_of_Aberdeen"
Martin_Manley,Bill_Clinton
Urmila_Kanitkar,Adinath_Kothare
Albert_Payson_Terhune,Christine_Terhune_Herrick
Charan_Singh,Yashwantrao_Chavan
Tokugawa_Iemitsu,Oeyo
Andrew_H._Schapiro,Barack_Obama
Harold_Godwinson,Gunhild_of_Wessex
Rahm_Emanuel,Barack_Obama
Winthrop_Paul_Rockefeller,Winthrop_Rockefeller
Jane_Lubchenco,Barack_Obama
Claude_Allen,George_W._Bush
Marion_MacMillan_Pictet,Whitney_Duncan_MacMillan
John_Insley_Blair,Marcus_Lawrence_Ward
John_Platt_(settler),Mark_Sension
Effat_Marashi,Mohammad_Hashemi_Rafsanjani
Robert_F._Rossiter_Jr.,Barack_Obama
Jill_Biden,Joe_Biden
Thomas_Edison,Lewis_Miller_(philanthropist)
Ryutaro_Hashimoto,Toshiki_Kaifu
Wallace_Stegner,Thomas_McGuane
Isidor_Straus,Philip_B._Low
Shehbaz_Sharif,Latif_Khosa
Tom_Luken,Bill_Gradison
Rob_Schneider,John_Schneider_(producer)
David_Hawker,Harry_Jenkins
Ali,Umm_Kulthum_bint_Ali
Juan_R._Torruella,Gerald_Ford
William_Denman_Eberle,Richard_Nixon
Charles_Baring,Henry_Villiers
Robert_Pritzker,Abram_Nicholas_Pritzker
Princess_Irulan,Julie_Cox
Peter_T._Fay,Gerald_Ford
"Dudley_Gordon,_3rd_Marquess_of_Aberdeen_and_Temair","George_Gordon,_2nd_Marquess_of_Aberdeen_and_Temair"
Richard_Sleath,Edward_Dickens
Stan_Smith_(American_Dad!),Seth_MacFarlane
Michael_Lloyd_(music_producer),Shaun_Cassidy
"Charlotte_Cavendish,_Marchioness_of_Hartington","William_Cavendish,_4th_Duke_of_Devonshire"
Duryodhana,Dhritarashtra
W._Peyton_Cunningham,Charles_Milton_Cunningham
Kim_Il-sung,Kim_Tu-bong
Camille_Chamoun,Abdallah_El-Yafi
William_Greene_(governor),Nicholas_Cooke
Frederick_Muhlenberg,George_Washington
Roman_Coppola,Marc_Coppola_(actor)
William_A._Clark,Thomas_H._Carter
Lady_Charlotte_Guest,John_Josiah_Guest
Bette_Davis,Gary_Merrill
Stephen_J._Bartowski,Scott_Bakula
List_of_Wizards_of_Waverly_Place_characters,Rachel_Dratch
Westby_Perceval,William_Pember_Reeves
Shlomo_Moussaieff_(businessman),Shlomo_Moussaieff_(rabbi)
Zsa_Zsa_Gabor,Magda_Gabor
Steven_Marshall,Vickie_Chapman
Shimon_Sofer,Moses_Sofer
"James_Harris,_2nd_Earl_of_Malmesbury","Francis_Osborne,_1st_Baron_Godolphin"
Henry_Matthews_(judge),Ambrose_Hardinge_Giffard
Prem_Nath,Bina_Rai
Mangala_Samaraweera,Mahinda_Rajapaksa
A._Linwood_Holton_Jr.,Mills_E._Godwin_Jr.
Lamar_Alexander,George_H._W._Bush
Howard_Cunningham_(Happy_Days_character),Chachi_Arcola
Samuel_Rossiter_Betts,John_Quincy_Adams
Paul_V._Niemeyer,Ronald_Reagan
Lacy_Thornburg,Bill_Clinton
Susan_Ford,Michael_Gerald_Ford
Einar_Gerhardsen,Johan_Nygaardsvold
Robert_R._McCormick,Robert_Sanderson_McCormick
Frederick_Chien,John_Chiang_(Taiwan)
George_T._Davis,George_Ashmun
Hermann_Göring,Robert_Ritter_von_Greim
Wilma_Flintstone,Julie_McWhirter
Adnan_Menderes,Fatin_Rüştü_Zorlu
Erskine_Hamilton_Childers,Patrick_Lalor
Tom_Welling,Dean_Cain
Charles-Eusèbe_Casgrain,James_Baby
Joan_Bennett_Kennedy,Ted_Kennedy
"Henry_Carey,_1st_Baron_Hunsdon",William_Carey_(courtier)
"George_Henry_Hall,_1st_Viscount_Hall",Winston_Churchill
Tokugawa_Iesato,Tokugawa_Yoshinobu
"Charlotte_Cavendish,_Marchioness_of_Hartington","William_Cavendish,_4th_Duke_of_Devonshire"
Hagorn,John_Arcilla
Anne_Slaughter_Andrew,Barack_Obama
"John_Greene,_Jr.",John_Easton
"John_Hay,_2nd_Marquess_of_Tweeddale","James_Douglas,_2nd_Duke_of_Queensberry"
Michael_Eisner,Sigmund_Eisner
Naseeruddin_Shah,Mohommed_Ali_Shah
William_Curtis_Bryson,Bill_Clinton
Gerald_Rudolff_Ford,Betty_Ford
Sally_Hemings,James_Hemings
Lady_Rachel_Pepys,"Gwendolen_Fitzalan-Howard,_Duchess_of_Norfolk"
Gustavo_Velasquez,Barack_Obama
Michele_Dotrice,Edward_Woodward
Legrome_D._Davis,George_W._Bush
Duke_Adolf_Friedrich_of_Mecklenburg,Karl_Ritter_von_Halt
George_Winthrop_Fairchild,William_Henry_Hill_(New_York)
Lady_Cynthia_Mosley,Oswald_Mosley
Gelu_Vlașin,Allen_Ginsberg
Meryl_Streep,Katharine_Hepburn
Robert_Taft_Jr.,William_J._Keating
Christopher_Hills,Jawaharlal_Nehru
Ray_Mabus,Barack_Obama
John_Platt_(settler),James_Olmsted
Thorvald_Stoltenberg,Gro_Harlem_Brundtland
Joel_Flaum,Ronald_Reagan
Luis_Batlle_Berres,Alberto_Guani
Isidor_Straus,Ashbel_P._Fitch
Walter_Pagel,Julius_Leopold_Pagel
Samuel_K._Skinner,James_H._Burnley_IV
John_Aikman_Stewart,Woodrow_Wilson
Askar_Akayev,Tursunbek_Chyngyshev
Tip_O'Neill,Frederick_Willis
Arne_Duncan,Richard_M._Daley
Sharad_Pawar,Vasantdada_Patil
Pearl_Slaghoople,Pebbles_Flintstone
Richard_Rush,John_Quincy_Adams
Maggie_Gyllenhaal,Jake_Gyllenhaal
Perry_Richardson_Bass,Nancy_Lee_Bass
Merrick_Garland,Bill_Clinton
Daniel_O'Connell,Joseph_Hume
Arthur_D._Ganong,Robert_Watson_Grimmer
Joe_Osborn,Ricky_Nelson
Nelson_Stamler,Joseph_Stamler
Donna_Tanoue,Bill_Clinton
Ja'far_ibn_Abi_Talib,Ali
Charles_W._Bryan,Franklin_D._Roosevelt
Sirimavo_Bandaranaike,James_Peter_Obeyesekere_III
T._M._A._Pai,Tonse_Ramesh_Upendra_Pai
Taylor_Sherman,Samuel_Cook_Silliman
Elizabeth_Christ_Trump,Frederick_Trump
Raymond_Buckley,Kathy_Sullivan_(American_politician)
Charles_Baring,"Sir_Thomas_Baring,_2nd_Baronet"
Thomas_M._Foglietta,Bill_Clinton
Lee_C._White,Lyndon_B._Johnson
Konstantinos_Mitsotakis,Kostas_Skandalidis
Early_life_and_career_of_Thomas_Jefferson,Aaron_Burr
Randall_Rollins,Gary_Rollins
Mark_Shand,Clio_Goldsmith
Mansour_bin_Zayed_Al_Nahyan,Mohammed_bin_Rashid_Al_Maktoum
Chuck_Robb,Lynda_Bird_Johnson_Robb
Asif_Ali_Zardari,Nawaz_Sharif
Jennie_Eisenhower,John_Eisenhower
James_Hormel,Bill_Clinton
C._Thomas_Howell,Rae_Dawn_Chong
Shimon_Peres,Moshe_Nissim
Maureen_O'Sullivan,John_Farrow
Leonard_Terry_Strand,Barack_Obama
Carter_Glass,Woodrow_Wilson
Khaleda_Zia,Iajuddin_Ahmed
Ray_LaHood,Barack_Obama
Alec_Douglas-Home,Gilmour_Leburn
Robert_Manley_Parker,Bill_Clinton
Regina_Mills,Queen_(Snow_White)
Ronald_Reagan,Jimmy_Carter
Aline_Chrétien,Mila_Mulroney
Vanessa_Paradis,Alysson_Paradis
Norman_Stronge,John_Clarke_Davison
Hezekiah_William_Foote,Shelby_Foote
Ivy_Matsepe-Casaburri,Thabo_Mbeki
Farooq_Leghari,Benazir_Bhutto
Richard_Bland_Lee,Robert_E._Lee
Rommel_Padilla,Robin_Padilla
Julio_César_Turbay_Ayala,Alberto_Lleras_Camargo
Frank_Holleman,Bill_Clinton
Samuel_Kellogg,Joseph_Platt
Susan_Roosevelt_Weld,Kermit_Roosevelt
Mal_Bryce,Brian_Burke_(Australian_politician)
Maureen_Reagan,Patti_Davis
Joe_Hockey,Malcolm_Turnbull
Jaime_Paz_Zamora,Hernán_Siles_Zuazo
Ali_ibn_Husayn_Zayn_al-Abidin,Sakinah_(Fatima_al-Kubra)_bint_Husayn
John_Jacob_Rogers,Butler_Ames
Maurice_Macmillan,"Patrick_Jenkin,_Baron_Jenkin_of_Roding"
Gretta_Vosper,Sam_Harris
Joe_Biden,Orrin_Hatch
John_Laurens,Martha_Laurens_Ramsay
Charles_J._Hughes_Jr.,Simon_Guggenheim
Harry_W._Wellford,Ronald_Reagan
John_Tyler,John_Bell_(Tennessee_politician)
"F._E._Smith,_1st_Earl_of_Birkenhead","Gordon_Hewart,_1st_Viscount_Hewart"
Walter_Annenberg,Janet_Annenberg_Hooker
Reinhard_Heydrich,Adolf_Hitler
Robert_Reich,Bill_Clinton
Guidobaldo_da_Montefeltro,Cesare_Borgia
Joseph_H._McKinley_Jr.,Bill_Clinton
Nathaniel_B._Borden,William_Baylies
Nicholas_Murray_Butler,Seth_Low
Ernest_Moniz,Barack_Obama
Ike_Ekweremadu,Bukola_Saraki
Alan_Cooke_Kay,Anna_Rice_Cooke
Harold_Macmillan,"Harold_Balfour,_1st_Baron_Balfour_of_Inchrye"
William_Howard_Taft,Warren_G._Harding
Leonie_Brinkema,Bill_Clinton
Chiang_Ching-kuo,Huang_Shao-ku
Jennings_Randolph,Jay_Rockefeller
"James_Stewart,_1st_Earl_of_Moray","Agnes_Keith,_Countess_of_Moray"
Tony_Benn,Harold_Wilson
Harriet_Elam-Thomas,George_W._Bush
Armando_León_Bejarano,Lauro_Ortega_Martínez
Michel_Debré,Maurice_Couve_de_Murville
John_L._Estrada,Barack_Obama
François_Mitterrand,Daniel_Mayer
Kate_McGarrigle,Loudon_Wainwright_III
Michael_Hodgman,Peter_Hodgman
Frank_Kitto,Robert_Menzies
"Arthur_Wellesley,_4th_Duke_of_Wellington",Lord_Charles_Wellesley
Henry_Cabot_Lodge_Jr.,David_I._Walsh
"Jose_L._Cuisia,_Jr.",Benigno_Aquino_III
Najib_Razak,Ahmad_Zahid_Hamidi
Brian_Deese,Barack_Obama
Benjamin_Civiletti,Jimmy_Carter
Doud_Eisenhower,Mamie_Eisenhower
William_Allan_(banker),Thomas_Ridout
Anne_Hendricks_Bass,Sid_Bass
Jim_Cowan,Paul_Martin
Edward_Hungerford_(died_1607),John_Thynne_(died_1604)
Vito_Corleone,Carmela_Corleone
Muriel_Humphrey_Brown,Lyndon_B._Johnson
John_Davis_(Massachusetts_governor),Nathaniel_Silsbee
Todd_C._Chapman,Barack_Obama
Cheryl_West_(Outrageous_Fortune),Robyn_Malcolm
Pirena,Amihan_(Encantadia)
Al_MacInnis,Wayne_Gretzky
Matthew_Marvin_Jr.,Andrew_Messenger
Marcus_Aemilius_Lepidus_(triumvir),Gaius_Vibius_Pansa_Caetronianus
Brigitte_Mabandla,Lindiwe_Sisulu
P._K._Kaul,Rajiv_Gandhi
"Francis_Fane,_1st_Earl_of_Westmorland",Thomas_Stanley_(MP_for_Maidstone)
Silas_Deane,Arthur_Lee_(diplomat)
Ñuflo_Chávez_Ortiz,Hernán_Siles_Zuazo
Maud_Chaworth,"Henry,_3rd_Earl_of_Lancaster"
Johan_Castberg,Johan_Olaf_Bredal
Paul_Anka,Anna_Anka
Cassandra_Harris,Pierce_Brosnan
David_Pryor,John_Melcher
Stephen_Lachs,Jerry_Brown
Ali_ibn_Husayn_Zayn_al-Abidin,Husayn_ibn_Ali
List_of_Disney's_Cinderella_characters,Tim_Phillipps
Goh_Chok_Tong,Lee_Hsien_Loong
Gordon_Pask,Ted_Nelson
Greg_Calbi,John_Lennon
David_E._Lilienthal,Philip_La_Follette
"Thomas_Sackville,_1st_Earl_of_Dorset","Robert_Cecil,_1st_Earl_of_Salisbury"
Sydney_Raw,"Louis_Mountbatten,_1st_Earl_Mountbatten_of_Burma"
Jim_Brickman,Donny_Osmond
"Francis_Napier,_8th_Lord_Napier","Charles_Montagu-Scott,_4th_Duke_of_Buccleuch"
Eleanor_Roosevelt,Mary_Pillsbury_Lord
Caroline_Benn,Margaret_Wedgwood_Benn
Inukai_Tsuyoshi,Nakahashi_Tokugorō
David_Rockefeller,Abby_Aldrich_Rockefeller
Thomas_Hinde,Harry_Hinde
Hiram_Bingham_III,Charles_A._Templeton
Lekan_Balogun,Shaka
Robert_B._Bates,Daniel_Azro_Ashley_Buck
Adam_Newman,David_Shaughnessy
K._N._Choksy,Chandrika_Kumaratunga
Charlie_Wilson_(Ohio_politician),Jack_Cera
John_Landis,Deborah_Nadoolman_Landis
Joseph_B._Foraker,George_Hoadly
Susanna_Wesley,Samuel_Wesley_(poet)
"Charles_Spencer-Churchill,_9th_Duke_of_Marlborough","William_Onslow,_4th_Earl_of_Onslow"
Marjorie_Rendell,Bill_Clinton
Rudolph_Contreras,Barack_Obama
Henry_Grunwald_(editor),Ronald_Reagan
Samuel_Allyne_Otis,Nathaniel_Gorham
Richard_Burton,Suzy_Miller
Lewis_Rudin,Jack_Rudin
Jeff_Dwire,Hillary_Clinton
Joe_Clark,Pierre_Blais
Barbara_Bennett,Adrienne_Morrison
Yves_Robillard,Justin_Trudeau
Stephen_A._Orthwein,Peter_Busch_Orthwein
Costanzo_Ciano,Giovanni_Giuriati
Frank_Almaguer,Bill_Clinton
Ian_Macfarlane_(politician),Martin_Ferguson
Alex_Elena,Lily_Allen
Ted_Corday,Betty_Corday
Grover_Cleveland,William_Collins_Whitney
Arne_Duncan,Barack_Obama
Nancy_Pelosi,Sala_Burton
John_Babington_Macaulay_Baxter,George_V
Crawford_Martin,Dorsey_B._Hardeman
Nancy_L._Ward,Barack_Obama
Bob_Whan,Allan_Fraser_(Australian_politician)
Constantine_III_(Byzantine_emperor),Gregoria
John_Cheever,Ernest_Hemingway
Leslie_A._Bassett,Barack_Obama
Michel_Pastor,Gildo_Pastor
Stephanie_Miner,David_Paterson
Gloria_Macapagal_Arroyo,Roberto_Puno
W._Stuart_Symington_(diplomat),George_W._Bush
Betty_Clooney,Rafael_Ferrer_(actor)
Cecilia_Muñoz,Barack_Obama
Tove_Strand,Oddny_Aleksandersen
List_of_Mexican_football_transfers_summer_2011,Jaime_Lozano
Elizabeth_Engstrom,Edgar_Allan_Poe
Levi_Lincoln_Sr.,Edward_Robbins
Diosdado_Macapagal_Arroyo,Mikey_Arroyo
Vardis_Vardinogiannis,Marianna_Vardinoyannis
Rajiv_Satyal,Abraham_Lincoln
"George_Legge,_3rd_Earl_of_Dartmouth","Henry_Dundas,_1st_Viscount_Melville"
Rufus_King,John_Quincy_Adams
Kurt_M._Campbell,Barack_Obama
Blair_Lee_I,Joseph_I._France
Han_Solo,Keith_Ferguson_(voice_actor)
Donald_Laverdure,Barack_Obama
Philip_Niarchos,Victoria_Niarchos
"Arthur_Wellesley,_1st_Duke_of_Wellington","John_Ponsonby,_4th_Earl_of_Bessborough"
Henry_Matthews_(judge),William_Norris_(judge)
Ken_Kesey,Ernest_Hemingway
Charles-Eusèbe_Casgrain,Thomas_Chase-Casgrain
Raf_(singer),Romina_Power
Rufus_King,Nathan_Sanford
Josiah_Quincy_III,John_Thornton_Kirkland
Al_Bundy,Ron_Leavitt
Konstantin_Umansky,Joseph_Stalin
Isaac_Stevens,William_H._Wallace
Michael_Chagares,George_W._Bush
Martti_Ahtisaari,Barack_Obama
"Sir_Thomas_Buxton,_3rd_Baronet","Edward_Stanley,_15th_Earl_of_Derby"
John_E._Jones_III,George_W._Bush
Zail_Singh,Indira_Gandhi
Rab_Butler,Winston_Churchill
Karl_Polanyi,Samuel_Bowles_(economist)
Georgy_Malenkov,Joseph_Stalin
William_Marmion_(Gloucs_MP_1491),Henry_VII_of_England
Ingmar_Bergman,Else_Fisher
Brian_Howe_(politician),Martin_Ferguson
Rommel_T._Angara,Karen_G._Angara
Rupert_Murdoch,Keith_Murdoch
Woodrow_Wilson,Bainbridge_Colby
Bess_Truman,Franklin_D._Roosevelt
Gerald_Ford,Earl_Butz
Hayashi_Ryūkō,Hayashi_Hōkō
John_Kerry,Jack_Lew
Moran_family,Judy_Moran
Tarzan,Jane_Porter_(Tarzan)
Francis_Ford_Coppola,Talia_Shire
PS_Kendari__Ali__1,Ali
"Willy_Bach,_Baron_Bach",Ed_Miliband
Finbar_Lynch,Niamh_Cusack
Joshua_W._Alexander,William_C._Redfield
Robert_Wynne,Theodore_Roosevelt
Samuel_Comstock,Joseph_Platt
Benjamin_Constant,Germaine_de_Staël
Hetephernebti,Djoser
Charles_Duncan_Jr.,Jimmy_Carter
Fob_James,Bob_Riley
Khaleda_Zia,Rowshan_Ershad
Keith_Allen_(actor),Kevin_Allen_(actor)
Eleftherios_Venizelos,Stylianos_Gonatas
William_Henry_Hunt_(judge),Theodore_Roosevelt
Spencer_Tracy,Katharine_Hepburn
List_of_Dune_secondary_characters,Robert_Russell_(actor)
Jack_Kerouac,John_Lennon
Soong_Mei-ling,Soong_Ching-ling
Andi_Eigenmann,Michael_de_Mesa
Joseph_Kurup,Najib_Razak
George_Steptoe_Washington,Samuel_Washington
Gbemisola_Ruqayyah_Saraki,Bukola_Saraki
George_Eustis_Jr.,James_B._Eustis
James_Joseph_Foy,Oliver_Aiken_Howland
Edward_M._Chen,Barack_Obama
"Mildmay_Fane,_2nd_Earl_of_Westmorland","John_Cecil,_4th_Earl_of_Exeter"
Wimal_Weerawansa,Sajith_Premadasa
Jed_S._Rakoff,Bill_Clinton
Jon_Postel,Tim_Berners-Lee
Tony_Blair,John_Major
George_R._Babcock,James_O._Putnam
Herman_Munster,Fred_Gwynne
Helen_Bentwich,Ellis_Arthur_Franklin
Nur_Jazlan_Mohamed,Najib_Razak
Edgar_Bronfman_Sr.,Charles_Bronfman
Svein_Knutsson,Cnut_the_Great
Kim_Yong-nam,Kim_Jong-nam
Lawrence_Arthur_Dumoulin_Cannon,Lucien_Cannon
Charee_Crest,Mark_Anthony_Fernandez
"James_Cornwallis,_4th_Earl_Cornwallis","Charles_Cornwallis,_2nd_Marquess_Cornwallis"
"Antony_Armstrong-Jones,_1st_Earl_of_Snowdon","Princess_Margaret,_Countess_of_Snowdon"
George_Yeo,Lee_Hsien_Loong
Ashwani_Kumar_(police_officer),Nikhil_Kumar
Angus_Calder,Simon_Calder
List_of_Mama's_Family_characters,Betty_White
Ronald_I._Spiers,Richard_Nixon
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",Edward_VII
Carla_Anderson_Hills,George_H._W._Bush
Raneo_Abu,Rodrigo_Duterte
Ramsay_MacDonald,Austen_Chamberlain
Edgar_Bronfman_Sr.,Jan_Aronson
John_Platt_(settler),Thomas_Betts
"Charles_Brandon,_1st_Duke_of_Suffolk","William_Paulet,_1st_Marquess_of_Winchester"
"Thomas_J._Aquilino,_Jr.",Ronald_Reagan
Nicholas_F._Brady,Ronald_Reagan
Devdas_Gandhi,Kasturba_Gandhi
Eleanor_Coppola,Nicolas_Cage
John_Stuchell_Fisher,Gifford_Pinchot
John_Clint_Williamson,Barack_Obama
Henry_Fonda,Afdera_Franchetti
Biju_Patnaik,Morarji_Desai
Robert_F._Kennedy,John_F._Kennedy
Lewis_Powell_(conspirator),John_Surratt
John_Clint_Williamson,Barack_Obama
Robert_R._Bishop,George_G._Crocker
"Charles_Paulet,_2nd_Duke_of_Bolton","Henry_Somerset,_2nd_Duke_of_Beaufort"
Taylor_James,Justin_Bieber
Lucius_Junius_Brutus,Lucius_Tarquinius_Collatinus
Pope_Alexander_VI,Pope_Callixtus_III
Johan_Skytte,Jacob_De_la_Gardie
Peg_Lautenschlager,Bill_Clinton
Rabia_Bala_Hatun,Osman_I
Anna_Burke,Harry_Jenkins
Mian_Muhammad_Azhar,Benazir_Bhutto
Nathaniel_Gorham,John_Hancock
Anne_Cox_Chambers,Charles_H._Price_II
Charles_H._Percy,Everett_Dirksen
John_Lemmon,John_Lennon
"Thomas_Howard,_1st_Earl_of_Berkshire",John_Thynne_(died_1604)
Edmund_Francis_Dunne,C._G._W._French
Yegor_Gaidar,Gennady_Burbulis
"Charles_Grey,_2nd_Earl_Grey",Spencer_Perceval
William_Windom,Benjamin_Harrison
Andrew_Getty,Ann_Rork_Light
John_Caulfield_(diplomat),Barack_Obama
María_Mercader,Ramón_Mercader
Grandpa_(The_Munsters),Howard_Morton
"Sir_John_Gladstone,_1st_Baronet","Sir_John_Beresford,_1st_Baronet"
K._Balaji,Rajalakshmi_Parthasarathy
David_Gest,Liza_Minnelli
John_Taylor_of_Caroline,Littleton_Waller_Tazewell
Laurance_Rockefeller_Jr.,Mary_French_Rockefeller
Kim_Jong-nam,Kim_Jong-il
Giovanni_dalle_Bande_Nere,Caterina_Sforza
Woodrow_Wilson,Thomas_R._Marshall
