sid,sub,obj,class,score
30,"Craig_Reid_(footballer,_born_1985)",Newport_County_A.F.C.,1,61.0
91,Dalibor_Teinović,FK_Borac_Banja_Luka,1,61.5
114,Luigi_Martinelli,Torino_F.C.,1,62.0
108,Éric_Marester,AS_Monaco_FC,1,62.5
200,"Jardel_(footballer,_born_1986)",S.L._Benfica_B,1,63.0
77,Thibaut_Courtois,K.R.C._Genk,1,64.0
38,Vernon_De_Marco_Morlacchi,ŠK_Slovan_Bratislava,1,64.5
89,Rui_Esteves,C.F._Os_Belenenses,1,65.0
104,Marcel_Augusto_Ortolan,S.L._Benfica,1,65.0
129,Carlos_Villagra,Deportivo_Pasto,1,66.5
151,"Alex_Bruce_(footballer,_born_1984)",Oldham_Athletic_A.F.C.,1,67.0
8,Pablo_Nascimento_Castro,Grêmio_Foot-Ball_Porto_Alegrense,1,67.5
22,Simon_Ford,Bristol_Rovers_F.C.,1,67.5
132,Andrejs_Perepļotkins,R.S.C._Anderlecht,1,67.5
142,Mikhail_Zhabkin,Russia_national_under-17_football_team,1,67.5
83,Stan_Charlesworth,Grimsby_Town_F.C.,1,68.0
106,Mahir_Sağlık,Vasas_SC,1,70.5
157,Gabriele_Ambrosetti,Brescia_Calcio,1,71.5
178,Gus_Caesar,Colchester_United_F.C.,1,73.0
31,Brandon_Kaufman,Gold_Coast_Football_Club,1,75.5
141,Bobby_Roberts_(footballer),Leicester_City_F.C.,1,75.5
105,William_Ashmole,Watford_F.C.,1,76.0
14,Jeremain_Lens,Netherlands_national_under-19_football_team,1,79.5
46,Michael_Nonni,FC_Edmonton,1,80.0
66,Nicolai_Lorenzoni,FC_Basel,1,80.0
12,Alan_Miller_(footballer),West_Bromwich_Albion_F.C.,1,83.5
11,Karl_Ouimette,Jacksonville_Armada_FC,1,95.5
23,Alfredo_Morelos,Colombia_national_under-17_football_team,1,102.5
174,Alexandre_Ludovic,Portugal_national_under-21_football_team,1,102.5
87,Frank_Feltscher,Switzerland_national_under-21_football_team,1,122.0
196,Malang_Sarr,France_national_under-17_football_team,1,123.5
160,Luke_O'Neill,England_national_under-17_football_team,1,124.0
37,Pokklaw_Anan,Thailand_national_under-20_football_team,1,131.0
182,Vojtěch_Schulmeister,Czech_Republic_national_under-21_football_team,1,133.0
121,Somen_Tchoyi,Cameroon_national_football_team,1,167.5
34,Mohamed_Yattara,Guinea_national_football_team,1,182.0
51,Giannelli_Imbula,France_national_under-21_football_team,1,215.0
44,Ergün_Penbe,Turkey_national_football_team,1,242.0
172,Édouard_Cissé,Olympique_de_Marseille,1,248.5
90,József_Horváth_(footballer),Hungary_national_football_team,1,253.0
19,Neil_Covone,United_States_men's_national_soccer_team,1,295.5
55,Paulo_Bento,Portugal_national_football_team,1,305.0
