sid,sub,obj,class,score
171,P.A.O.K._F.C._(women)__Tatiana_Georgiou__1,P.A.O.K._F.C._(women),1,57
187,SV_Lippstadt_08__Björn_Traufetter__1,SV_Lippstadt_08,1,57
88,NK_Aluminij__Žan_Hrastnik__1,NK_Aluminij,1,58
158,Club_2_de_Mayo__Diego_Vazquez__1,Club_2_de_Mayo,1,58
29,Al_Tadhamon_SC__Muhanna_Lafi__1,Al_Tadhamon_SC,1,59
60,L.D.U._Portoviejo__Cristian_Fabbiani__1,L.D.U._Portoviejo,1,59
98,Enugu_Rangers__Morris_Enete__1,Enugu_Rangers,1,59
100,Weston_Workers_Bears_FC__Carl_Thornton__1,Weston_Workers_Bears_FC,1,59
155,"John_Bailey_(footballer,_born_1969)",Enfield_F.C.,1,59
159,Cultural_y_Deportiva_Leonesa__Ángel_Bastos__1,Cultural_y_Deportiva_Leonesa,1,60
32,Andrei_Smetanin,FC_Zvezda_Perm,1,61
49,TSV_1860_Munich_II__Killian_Jakob__1,TSV_1860_Munich_II,1,61
163,Cosenza_Calcio__Roberto_Ranieri__1,Cosenza_Calcio,1,61
7,Ataşehir_Belediyespor__Hilal_Çetinkaya__1,Ataşehir_Belediyespor,1,62
173,FK_Lokomotíva_Devínska_Nová_Ves__Walter_Rischer__1,FK_Lokomotíva_Devínska_Nová_Ves,1,62
149,Austin_Washington,Gonzaga_Bulldogs,1,64
175,Hawke's_Bay_United_FC__Tom_Biss__1,Hawke's_Bay_United_FC,1,64
99,HKFC_Soccer_Section__Carlo__1,HKFC_Soccer_Section,1,65
45,Inge_Heiremans,Lierse_SK_(women),1,66
20,Ruslan_Mikhailov,FC_Stavropolye-2009,1,67
188,FC_Machida_Zelvia__Calvin_Jong-a-Pin__1,FC_Machida_Zelvia,1,67
193,Roman_Semyonov,FC_Sibiryak_Bratsk,1,67
10,Rodney_Marsh_(footballer),Cork_Hibernians_F.C.,1,69
93,Paysandu_Sport_Club__Ricardo_Capanema__1,Paysandu_Sport_Club,1,69
150,S.S._Fidelis_Andria_1928__Nicola_Mancino__1,S.S._Fidelis_Andria_1928,1,69
135,CD_Numancia__Iñigo_Pérez__1,CD_Numancia,1,71
69,Georg_Schors,Wiener_Sport-Club,1,72
56,Andrija_Novosel,NK_Krka,1,74
71,Bentzi_Moshel,F.C._Ashdod,1,74
113,Gary_DePalma,Virginia_Wesleyan_College,1,74
28,Jean_Romaric_Kevin_Koffi,Pol._Virtus_Castelfranco_Calcio,1,76
52,Loros_de_la_Universidad_de_Colima__Manuel_Madrid__1,Loros_de_la_Universidad_de_Colima,1,76
59,Jason_Washburn,Yokohama_B-Corsairs,1,76
143,"Vladimir_Mikhaylov_(footballer,_born_1996)",FC_FShM_Torpedo_Moscow,1,76
148,Philip_Boampong,All_Stars_F.C.,1,76
17,Rustyam_Fakhrutdinov,FC_Nosta_Novotroitsk,1,77
26,Andrei_Reprintsev,FC_Energomash_Belgorod,1,77
33,Aris_Limassol_FC__Vasil_Shkurtaj__1,Aris_Limassol_FC,1,77
70,Valenciennes_FC__Reda_El_Alami__1,Valenciennes_FC,1,77
16,Jamar_Dixon,JIPPO,1,78
189,Gary_Sullivan_(soccer),Adelphi_University,1,79
3,Amjad_Shokouh_Magham,Shahin_Bushehr_F.C.,1,80
6,Taro_Urabe,Cerezo_Osaka,1,80
103,Chattanooga_FC__Jordan_Dunstan__1,Chattanooga_FC,1,80
134,Rogério_Carvalho,Harrogate_Town_F.C.,1,80
191,Leroy_Maluka,Ikapa_Sporting_F.C.,1,80
24,Luciano_Leccese,A.S.D._Nuova_Cassino_1924,1,81
122,Mohamed_Sarr,F.C._Vittoria,1,81
183,Ken_Flint,Bath_City_F.C.,1,81
48,Kazuya_Okazaki,Fagiano_Okayama,1,82
140,Bubba_Paris,Detroit_Lions,1,83
84,Abolfazl_Hajizadeh,Shahrdari_Tabriz_F.C.,1,84
124,Esad_Dugalić,FK_Velež_Mostar,1,84
166,Kjetil_Wæhler,Lyn_Fotball,1,84
186,Gürkan_Ekren,Altay_S.K.,1,84
192,"Ian_Holmes_(footballer,_born_1985)",A.F.C._Telford_United,1,84
146,"Billy_Bingham_(footballer,_born_1990)",Sutton_United_F.C.,1,85
153,Kampamba_Chintu,AmaZulu_F.C.,1,85
195,Mohammad_Ousani,Esteghlal_Ahvaz_F.C.,1,85
21,Luc_Sonor,SR_Colmar,1,86
39,George_Wood_(footballer),Cardiff_Metropolitan_University_F.C.,1,86
62,Vasilis_Papadopoulos,Enosis_Neon_Paralimni_FC,1,86
76,Murat_Önal,AC_Kajaani,1,87
50,Masahiko_Nakagawa,Nagoya_Grampus,1,88
136,Emanuele_Berrettoni,Ascoli_Picchio_F.C._1898,1,88
123,Robbie_Clark,Östersunds_FK,1,89
