0.58875  spouse(A ,B)  :-  spouse(B ,A).
0.06125  spouse(A ,B)  :-  birthPlace(B ,C) ,  deathPlace(B ,C) ,  spouse(B ,A).
0.015  spouse(A ,B)  :-  predecessor(C ,A) ,  spouse(C ,D) ,  predecessor(D ,B).
0.02625  spouse(A ,B)  :-  nationality(A ,C) ,  country(D ,C) ,  birthPlace(B ,D).
0.02  spouse(A ,B)  :-  activeYearsEndYear(A ,C) ,  activeYearsEndYear(B ,C) ,  spouse(B ,A).
0.02125  spouse(A ,B)  :-  parent(C ,B) ,  successor(B ,C) ,  spouse(B ,A).
0.0625  spouse(A ,B)  :-  successor(A ,C) ,  predecessor(C ,A) ,  spouse(B ,A).
0.0725  spouse(A ,B)  :-  imdbId(B ,C) ,  birthYear(A ,D) ,  C>D.
0.0325  spouse(A ,B)  :-  activeYearsStartYear(A ,C) ,  activeYearsStartYear(B ,C).
0.02625  spouse(A ,B)  :-  activeYearsStartYear(A ,C) ,  activeYearsStartYear(B ,C) ,  spouse(B ,A).
0.04  spouse(A ,B)  :-  producer(C ,A) ,  starring(D ,B) ,  !D=C.
0.67  spouse(A ,B)  :-  birthDate(B ,C) ,  birthDate(A ,D) ,  C>D.
0.025  spouse(A ,B)  :-  successor(B ,C) ,  spouse(C ,D) ,  successor(A ,D).
0.01875  spouse(A ,B)  :-  successor(B ,C) ,  spouse(D ,C) ,  predecessor(D ,A).
0.02  spouse(A ,B)  :-  successor(A ,C) ,  spouse(D ,C) ,  predecessor(D ,B).
0.155  spouse(A ,B)  :-  birthYear(A ,C) ,  birthYear(B ,D) ,  C>D.
0.02  spouse(A ,B)  :-  birthPlace(A ,C) ,  largestCity(D ,C) ,  birthPlace(B ,D).
0.58875  spouse(A ,B)  :-  spouse(A ,C) ,  spouse(C ,A) ,  spouse(B ,A).
0.0475  spouse(A ,B)  :-  occupation(B ,C) ,  nationality(A ,D) ,  !C=D.
0.12125  spouse(A ,B)  :-  activeYearsStartYear(B ,C) ,  activeYearsStartYear(A ,D) ,  C<D.
0.04375  spouse(A ,B)  :-  writer(C ,A) ,  starring(D ,B) ,  !C=D.
0.02  spouse(A ,B)  :-  relative(C ,A) ,  relative(C ,B).
0.12125  spouse(A ,B)  :-  activeYearsStartYear(A ,C) ,  activeYearsStartYear(B ,D) ,  C>D.
0.1225  spouse(A ,B)  :-  deathYear(B ,C) ,  birthYear(A ,D) ,  C>D.
0.29  spouse(A ,B)  :-  birthPlace(A ,C) ,  deathPlace(B ,D) ,  !C=D.
0.6275  spouse(A ,B)  :-  birthPlace(A ,C) ,  birthPlace(B ,D) ,  !C=D.
0.0125  spouse(A ,B)  :-  starring(C ,A) ,  producer(C ,B).
0.01375  spouse(A ,B)  :-  predecessor(B ,C) ,  spouse(D ,C) ,  predecessor(A ,D).
0.06375  spouse(A ,B)  :-  predecessor(A ,C) ,  successor(C ,A) ,  spouse(B ,A).
0.02  spouse(A ,B)  :-  occupation(A ,C) ,  occupation(B ,C).
0.0875  spouse(A ,B)  :-  activeYearsEndYear(A ,C) ,  birthYear(B ,D) ,  C>D.
0.01375  spouse(A ,B)  :-  parent(C ,B) ,  successor(A ,C) ,  predecessor(C ,A).
0.04  spouse(A ,B)  :-  parent(C ,B) ,  child(A ,C).
0.01375  spouse(A ,B)  :-  religion(A ,C) ,  religion(B ,C) ,  spouse(B ,A).
0.05625  spouse(A ,B)  :-  activeYearsStartYear(A ,C) ,  imdbId(B ,D) ,  C<D.
0.12  spouse(A ,B)  :-  birthYear(B ,C) ,  deathYear(A ,D) ,  C<D.
0.03625  spouse(A ,B)  :-  parent(C ,A) ,  child(B ,C).
0.06  spouse(A ,B)  :-  child(A ,C) ,  child(B ,C).
0.01375  spouse(A ,B)  :-  parent(C ,A) ,  successor(B ,C).
0.29  spouse(A ,B)  :-  deathPlace(B ,C) ,  birthPlace(A ,D) ,  !D=C.
0.37375  spouse(A ,B)  :-  birthDate(B ,C) ,  deathDate(A ,D) ,  C<D.
0.10875  spouse(A ,B)  :-  activeYearsStartYear(B ,C) ,  activeYearsEndYear(A ,D) ,  C<D.
0.01875  spouse(A ,B)  :-  parent(C ,B) ,  successor(A ,C).
0.0225  spouse(A ,B)  :-  successor(B ,C) ,  spouse(D ,C) ,  successor(A ,D).
0.58875  spouse(A ,B)  :-  spouse(B ,C) ,  spouse(C ,B) ,  spouse(B ,A).
0.05625  spouse(A ,B)  :-  starring(C ,A) ,  starring(C ,B).
0.0175  spouse(A ,B)  :-  parent(C ,B) ,  predecessor(C ,A).
0.28  spouse(A ,B)  :-  occupation(B ,C) ,  occupation(A ,D) ,  !C=D.
0.06125  spouse(A ,B)  :-  deathPlace(A ,C) ,  deathPlace(B ,C) ,  spouse(B ,A).
0.3125  spouse(A ,B)  :-  deathDate(A ,C) ,  deathDate(B ,D) ,  C>D.
0.67  spouse(A ,B)  :-  birthDate(A ,C) ,  birthDate(B ,D) ,  C<D.
0.0125  spouse(A ,B)  :-  writer(C ,A) ,  writer(C ,B).
0.42  spouse(A ,B)  :-  deathDate(B ,C) ,  birthDate(A ,D) ,  C>D.
0.0125  spouse(A ,B)  :-  birthPlace(A ,C) ,  nationality(B ,C) ,  spouse(B ,A).
0.01375  spouse(A ,B)  :-  restingPlace(A ,C) ,  restingPlace(B ,C) ,  spouse(B ,A).
0.04  spouse(A ,B)  :-  starring(C ,B) ,  producer(D ,A) ,  !D=C.
0.015  spouse(A ,B)  :-  predecessor(B ,C) ,  spouse(D ,C) ,  successor(D ,A).
0.0175  spouse(A ,B)  :-  predecessor(A ,C) ,  spouse(D ,C) ,  successor(D ,B).
0.02  spouse(A ,B)  :-  birthPlace(A ,C) ,  isPartOf(D ,C) ,  deathPlace(B ,D).
0.0175  spouse(A ,B)  :-  predecessor(C ,A) ,  spouse(D ,C) ,  successor(B ,D).
0.0625  spouse(A ,B)  :-  deathYear(A ,C) ,  deathYear(B ,D) ,  C>D.
0.0625  spouse(A ,B)  :-  deathYear(B ,C) ,  deathYear(A ,D) ,  C<D.
0.05  spouse(A ,B)  :-  producer(C ,A) ,  occupation(B ,D) ,  !D=C.
0.0125  spouse(A ,B)  :-  almaMater(A ,C) ,  almaMater(B ,C) ,  spouse(B ,A).
0.6275  spouse(A ,B)  :-  birthPlace(B ,C) ,  birthPlace(A ,D) ,  !D=C.
0.04125  spouse(A ,B)  :-  parent(C ,B) ,  child(B ,C) ,  spouse(B ,A).
0.29  spouse(A ,B)  :-  deathPlace(B ,C) ,  birthPlace(A ,D) ,  !C=D.
0.0125  spouse(A ,B)  :-  starring(C ,A) ,  location(C ,D) ,  birthPlace(B ,D).
0.64875  spouse(A ,B)  :-  birthDate(B ,C) ,  birthDate(A ,D) ,  C<D.
0.0375  spouse(A ,B)  :-  starring(C ,B) ,  country(C ,D) ,  birthPlace(A ,D).
0.05  spouse(A ,B)  :-  occupation(B ,C) ,  writer(D ,A) ,  !C=D.
0.13125  spouse(A ,B)  :-  birthYear(B ,C) ,  birthYear(A ,D) ,  C>D.
0.02875  spouse(A ,B)  :-  parent(A ,C) ,  child(C ,A) ,  spouse(B ,A).
0.01125  spouse(A ,B)  :-  starring(C ,B) ,  writer(C ,A).
0.01375  spouse(A ,B)  :-  parent(B ,C) ,  successor(C ,B) ,  spouse(B ,A).
0.12  spouse(A ,B)  :-  deathYear(A ,C) ,  birthYear(B ,D) ,  C>D.
0.0175  spouse(A ,B)  :-  successor(C ,B) ,  spouse(C ,D) ,  predecessor(A ,D).
0.12875  spouse(A ,B)  :-  deathPlace(B ,C) ,  occupation(A ,D) ,  !D=C.
0.30875  spouse(A ,B)  :-  birthPlace(B ,C) ,  deathPlace(A ,D) ,  !C=D.
0.0225  spouse(A ,B)  :-  nationality(A ,C) ,  nationality(B ,C).
0.10875  spouse(A ,B)  :-  activeYearsEndYear(A ,C) ,  activeYearsStartYear(B ,D) ,  C>D.
0.0125  spouse(A ,B)  :-  starring(C ,A) ,  writer(C ,B).
0.085  spouse(A ,B)  :-  deathPlace(A ,C) ,  deathPlace(B ,C).
0.0875  spouse(A ,B)  :-  birthYear(B ,C) ,  activeYearsEndYear(A ,D) ,  C<D.
0.30875  spouse(A ,B)  :-  deathPlace(A ,C) ,  birthPlace(B ,D) ,  !D=C.
0.04875  spouse(A ,B)  :-  nationality(B ,C) ,  occupation(A ,D) ,  !D=C.
0.0225  spouse(A ,B)  :-  successor(A ,C) ,  spouse(C ,D) ,  successor(B ,D).
0.01  spouse(A ,B)  :-  birthPlace(A ,C) ,  nationality(A ,C) ,  spouse(B ,A).
0.03375  spouse(A ,B)  :-  birthPlace(A ,C) ,  isPartOf(D ,C) ,  birthPlace(B ,D).
0.015  spouse(A ,B)  :-  parent(C ,B) ,  successor(A ,C) ,  parent(C ,A).
0.36  spouse(A ,B)  :-  birthPlace(B ,C) ,  occupation(A ,D) ,  !D=C.
0.01625  spouse(A ,B)  :-  stateOfOrigin(B ,C) ,  country(D ,C) ,  birthPlace(A ,D).
0.04  spouse(A ,B)  :-  starring(C ,B) ,  producer(D ,A) ,  !C=D.
0.01875  spouse(A ,B)  :-  parent(B ,C) ,  predecessor(B ,C) ,  spouse(B ,A).
0.03625  spouse(A ,B)  :-  activeYearsStartYear(A ,C) ,  activeYearsEndYear(A ,C) ,  spouse(B ,A).
0.0125  spouse(A ,B)  :-  predecessor(B ,C) ,  spouse(C ,D) ,  successor(D ,A).
0.01625  spouse(A ,B)  :-  predecessor(A ,C) ,  spouse(C ,D) ,  successor(D ,B).
0.01875  spouse(A ,B)  :-  predecessor(C ,A) ,  spouse(C ,D) ,  successor(B ,D).
0.0175  spouse(A ,B)  :-  parent(C ,B) ,  predecessor(C ,A) ,  parent(C ,A).
0.04875  spouse(A ,B)  :-  occupation(A ,C) ,  nationality(B ,D) ,  !C=D.
0.0975  spouse(A ,B)  :-  birthYear(A ,C) ,  activeYearsEndYear(B ,D) ,  C<D.
0.6275  spouse(A ,B)  :-  birthPlace(B ,C) ,  birthPlace(A ,D) ,  !C=D.
0.0275  spouse(A ,B)  :-  nationality(B ,C) ,  country(D ,C) ,  birthPlace(A ,D).
0.0175  spouse(A ,B)  :-  child(A ,C) ,  birthPlace(C ,D) ,  deathPlace(B ,D).
0.01625  spouse(A ,B)  :-  residence(A ,C) ,  residence(B ,C).
0.3375  spouse(A ,B)  :-  deathDate(A ,C) ,  deathDate(B ,D) ,  C<D.
0.0725  spouse(A ,B)  :-  birthYear(A ,C) ,  imdbId(B ,D) ,  C<D.
0.02625  spouse(A ,B)  :-  parent(C ,B) ,  predecessor(C ,B) ,  spouse(B ,A).
0.0175  spouse(A ,B)  :-  relative(C ,A) ,  relative(C ,B) ,  spouse(B ,A).
0.05  spouse(A ,B)  :-  producer(C ,B) ,  starring(D ,A) ,  !C=D.
0.30875  spouse(A ,B)  :-  deathPlace(A ,C) ,  birthPlace(B ,D) ,  !C=D.
0.12625  spouse(A ,B)  :-  parent(C ,B) ,  parent(C ,A).
0.00875  spouse(A ,B)  :-  deathPlace(A ,C) ,  restingPlace(A ,C) ,  spouse(B ,A).
0.6275  spouse(A ,B)  :-  birthPlace(A ,C) ,  birthPlace(B ,D) ,  !D=C.
0.64875  spouse(A ,B)  :-  birthDate(A ,C) ,  birthDate(B ,D) ,  C>D.
0.0275  spouse(A ,B)  :-  birthPlace(A ,C) ,  isPartOf(C ,D) ,  birthPlace(B ,D).
0.0725  spouse(A ,B)  :-  successor(C ,B) ,  predecessor(B ,C) ,  spouse(B ,A).
0.015  spouse(A ,B)  :-  successor(A ,C) ,  parent(C ,A) ,  spouse(B ,A).
0.02125  spouse(A ,B)  :-  successor(C ,A) ,  spouse(C ,D) ,  successor(D ,B).
0.02375  spouse(A ,B)  :-  birthPlace(B ,C) ,  country(D ,C) ,  deathPlace(A ,D).
0.0225  spouse(A ,B)  :-  deathPlace(B ,C) ,  isPartOf(C ,D) ,  deathPlace(A ,D).
0.015  spouse(A ,B)  :-  predecessor(C ,B) ,  spouse(D ,C) ,  predecessor(D ,A).
0.10625  spouse(A ,B)  :-  occupation(B ,C) ,  deathPlace(A ,D) ,  !C=D.
0.3125  spouse(A ,B)  :-  deathDate(B ,C) ,  deathDate(A ,D) ,  C<D.
0.02  spouse(A ,B)  :-  birthPlace(B ,C) ,  largestCity(C ,D) ,  birthPlace(A ,D).
0.09625  spouse(A ,B)  :-  birthPlace(A ,C) ,  birthPlace(B ,C) ,  spouse(B ,A).
0.1075  spouse(A ,B)  :-  activeYearsEndYear(B ,C) ,  activeYearsStartYear(A ,D) ,  C>D.
0.01125  spouse(A ,B)  :-  starring(C ,B) ,  producer(C ,A).
0.05  spouse(A ,B)  :-  occupation(B ,C) ,  producer(D ,A) ,  !C=D.
0.37375  spouse(A ,B)  :-  deathDate(A ,C) ,  birthDate(B ,D) ,  C>D.
0.035  spouse(A ,B)  :-  activeYearsStartYear(B ,C) ,  activeYearsEndYear(B ,C) ,  spouse(B ,A).
0.02625  spouse(A ,B)  :-  birthPlace(B ,C) ,  country(C ,D) ,  nationality(A ,D).
0.155  spouse(A ,B)  :-  birthYear(B ,C) ,  birthYear(A ,D) ,  C<D.
0.17125  spouse(A ,B)  :-  starring(C ,B) ,  starring(D ,A) ,  !D=C.
0.0475  spouse(A ,B)  :-  nationality(A ,C) ,  occupation(B ,D) ,  !D=C.
0.01375  spouse(A ,B)  :-  predecessor(A ,C) ,  spouse(C ,D) ,  predecessor(B ,D).
0.0125  spouse(A ,B)  :-  successor(C ,A) ,  spouse(D ,C) ,  predecessor(B ,D).
0.02  spouse(A ,B)  :-  deathPlace(B ,C) ,  isPartOf(C ,D) ,  birthPlace(A ,D).
0.01375  spouse(A ,B)  :-  parent(C ,A) ,  predecessor(C ,B) ,  parent(C ,B).
0.0975  spouse(A ,B)  :-  activeYearsEndYear(B ,C) ,  birthYear(A ,D) ,  C>D.
0.0475  spouse(A ,B)  :-  starring(C ,A) ,  starring(C ,B) ,  spouse(B ,A).
0.0175  spouse(A ,B)  :-  predecessor(C ,B) ,  spouse(D ,C) ,  successor(A ,D).
0.08625  spouse(A ,B)  :-  successor(B ,C) ,  predecessor(C ,B) ,  spouse(B ,A).
0.0725  spouse(A ,B)  :-  deathYear(A ,C) ,  activeYearsStartYear(B ,D) ,  C>D.
0.035  spouse(A ,B)  :-  deathYear(B ,C) ,  deathYear(A ,D) ,  C>D.
0.0725  spouse(A ,B)  :-  activeYearsStartYear(B ,C) ,  deathYear(A ,D) ,  C<D.
0.035  spouse(A ,B)  :-  deathYear(A ,C) ,  deathYear(B ,D) ,  C<D.
0.03  spouse(A ,B)  :-  birthPlace(B ,C) ,  deathPlace(A ,C) ,  spouse(B ,A).
0.01  spouse(A ,B)  :-  birthPlace(B ,C) ,  residence(B ,C) ,  spouse(B ,A).
0.0125  spouse(A ,B)  :-  spouse(B ,A) ,  successor(B ,C) ,  parent(C ,A).
0.0175  spouse(A ,B)  :-  parent(C ,A) ,  predecessor(C ,A) ,  spouse(B ,A).
0.19  spouse(A ,B)  :-  occupation(B ,C) ,  starring(D ,A) ,  !C=D.
0.1225  spouse(A ,B)  :-  birthYear(A ,C) ,  deathYear(B ,D) ,  C<D.
0.015  spouse(A ,B)  :-  parent(C ,A) ,  predecessor(C ,B).
0.0275  spouse(A ,B)  :-  birthPlace(B ,C) ,  isPartOf(D ,C) ,  birthPlace(A ,D).
0.0575  spouse(A ,B)  :-  spouse(B ,A) ,  child(B ,C) ,  child(A ,C).
0.085  spouse(A ,B)  :-  birthPlace(B ,C) ,  country(D ,C) ,  birthPlace(A ,D).
0.025  spouse(A ,B)  :-  successor(A ,C) ,  spouse(D ,C) ,  successor(B ,D).
0.015  spouse(A ,B)  :-  predecessor(A ,C) ,  spouse(D ,C) ,  predecessor(B ,D).
0.0275  spouse(A ,B)  :-  parent(B ,C) ,  child(C ,B) ,  spouse(B ,A).
0.58875  spouse(A ,B)  :-  spouse(B ,A).
0.01625  spouse(A ,B)  :-  successor(C ,B) ,  spouse(D ,C) ,  predecessor(A ,D).
0.115  spouse(A ,B)  :-  birthPlace(A ,C) ,  birthPlace(B ,C).
0.0375  spouse(A ,B)  :-  party(A ,C) ,  party(B ,C) ,  spouse(B ,A).
0.02  spouse(A ,B)  :-  predecessor(C ,B) ,  spouse(C ,D) ,  successor(A ,D).
0.42  spouse(A ,B)  :-  birthDate(A ,C) ,  deathDate(B ,D) ,  C<D.
0.1075  spouse(A ,B)  :-  activeYearsStartYear(A ,C) ,  activeYearsEndYear(B ,D) ,  C<D.
0.205  spouse(A ,B)  :-  birthYear(B ,C) ,  activeYearsStartYear(A ,D) ,  C<D.
0.01625  spouse(A ,B)  :-  occupation(A ,C) ,  occupation(B ,C) ,  spouse(B ,A).
0.33  spouse(A ,B)  :-  occupation(B ,C) ,  birthPlace(A ,D) ,  !C=D.
